Word	Meaning
旯	1
砬	1
砬子	1
揦	1
拉忽	1
喇叭	2
喇叭花	1
喇嘛	1
喇嘛教	1
剌	1
落	12
腊	1
腊八	1
腊八粥	1
腊肠	1
腊梅	1
腊日	1
腊味	1
腊月	1
蜡	1
蜡白	1
蜡版	1
蜡笔	1
蜡花	1
蜡黄	1
蜡泪	1
蜡梅	2
蜡扦	1
蜡染	2
蜡台	1
蜡丸	2
蜡像	1
蜡纸	2
蜡烛	1
瘌	1
瘌痢	1
瘌痢头	2
辣	3
辣乎乎	1
辣酱	1
辣椒	2
辣手	3
辣丝丝	1
辣酥酥	1
辣子	1
蝲	1
蝲蛄	1
蝲蝲蛄	1
癞	1
鬎	1
镴	1
鞡	1
来	2
来宾	1
来不得	1
来不及	1
来潮	2
来得	1
来得及	1
来电	2
来犯	1
来访	1
来复枪	1
来复线	1
来稿	2
来归	2
来函	4
来鸿	1
来回	3
来回来去	1
来火	1
来件	1
来劲	2
来客	1
来历	1
来临	1
来龙去脉	1
来路	1
来年	1
来去	2
来人	1
来日	1
来日方长	1
来生	1
来使	1
来世	1
来势	1
来事	1
来书	1
来头	4
来往	1
来文	1
来向	1
来项	1
来信	2
来意	1
来由	1
来源	2
来者	2
来着	1
莱	2
莱菔	1
莱塞	2
崃	1
徕	1
涞	1
梾	1
铼	1
赉	1
睐	2
赖	1
赖婚	1
赖皮	2
赖账	1
赖子	1
濑	1
癞蛤蟆	1
癞皮狗	1
癞头鼋	1
癞子	2
籁	2
兰	4
兰草	2
兰花	1
兰花指	1
兰谱	1
兰若	1
兰章	1
岚	1
岚烟	1
拦	2
拦挡	1
拦道木	1
拦堵	1
拦柜	1
拦河坝	1
拦洪坝	1
拦击	1
拦劫	1
拦截	1
拦路	1
拦路虎	1
拦网	1
拦蓄	1
拦腰	1
拦阻	1
栏	5
栏杆	1
栏柜	1
栏目	1
婪	1
阑	2
阑干	2
阑入	2
阑珊	1
阑尾	1
阑尾炎	1
蓝	3
蓝宝石	1
蓝本	1
蓝筹股	1
蓝点颏	1
蓝靛	1
蓝靛颏儿	1
蓝晶晶	1
蓝鲸	1
蓝领	1
蓝缕	1
蓝皮书	1
蓝青官话	1
蓝色农业	1
蓝田猿人	1
蓝图	2
蓝牙	1
蓝盈盈	1
蓝莹莹	1
谰	2
谰言	1
澜	1
褴	1
篮	4
篮板	2
篮板球	1
篮球	2
篮圈	1
篮坛	1
篮子	1
斓	1
镧	1
襕	1
览	1
览胜	1
揽	4
揽承	1
揽储	1
揽存	1
揽活	1
揽总	1
缆	3
缆车	2
缆绳	1
缆索	1
榄	1
罱	2
漤	2
懒	2
懒虫	1
懒怠	2
懒得	1
懒惰	1
懒骨头	1
懒汉	1
懒汉鞋	1
懒猴	1
懒散	1
懒洋洋	1
烂	5
烂糊	1
烂漫	2
烂泥	1
烂熟	2
烂摊子	1
烂尾	1
烂账	2
烂醉	1
滥	2
滥调	1
滥情	1
滥权	1
滥觞	2
滥套子	1
滥用	1
滥竽充数	1
啷	1
郎	1
郎才女貌	1
郎当	3
郎舅	1
郎猫	1
郎中	2
狼	1
狼狈	1
狼狈为奸	1
狼奔豕突	1
狼疮	1
狼狗	1
狼毫	1
狼獾	1
狼藉	1
狼头	1
狼吞虎咽	1
狼尾草	1
狼心狗肺	1
狼烟	1
狼烟四起	1
狼主	1
狼子野心	1
阆	1
琅	2
琅玕	1
琅嬛	1
琅琅	1
桹	1
廊	1
廊庙	1
廊檐	1
廊子	1
嫏	1
榔	1
榔槺	1
榔头	1
硠	1
锒	2
稂	2
稂莠	1
螂	1
朗	3
朗读	1
朗朗	2
朗生	1
朗声	1
朗诵	1
烺	1
蓢	1
埌	1
莨	2
崀	1
阆苑	1
浪	5
浪潮	1
浪船	1
浪荡	2
浪费	1
浪花	2
浪迹	1
浪漫	2
浪漫主义	1
浪木	1
浪桥	1
浪人	2
浪涛	1
浪头	2
浪游	1
浪子	1
浪子回头金不换	1
蒗	1
捞	3
捞本	1
捞稻草	1
捞取	2
捞着	1
劳	6
劳保	2
劳步	1
劳瘁	1
劳动	1
劳动保护	1
劳动保险	1
劳动布	1
劳动对象	1
劳动法	1
劳动改造	1
劳动教养	1
劳动节	1
劳动力	2
劳动模范	1
劳动强度	1
劳动日	1
劳动生产率	1
劳动手段	1
劳动者	1
劳动资料	1
劳顿	1
劳乏	1
劳烦	1
劳方	1
劳改	1
劳工	2
劳绩	1
劳驾	1
劳教	1
劳金	1
劳倦	1
劳军	1
劳苦	1
劳苦功高	1
劳累	2
劳力	3
劳碌	1
劳民伤财	1
劳模	1
劳神	2
劳师	1
劳师动众	1
劳什子	1
劳损	1
劳务	1
劳务费	1
劳心	3
劳燕分飞	1
劳役	2
劳逸	1
劳资	1
劳作	2
牢	6
牢不可破	1
牢房	1
牢固	1
牢记	1
牢靠	2
牢笼	4
牢骚	2
牢什子	1
牢实	1
牢稳	1
牢狱	1
唠	1
崂	1
铹	1
痨	1
痨病	1
醪	2
醪糟	1
老	19
老媪	1
老八板儿	2
老八辈子	1
老白干儿	1
老百姓	1
老板	2
老板娘	1
老半天	1
老伴	1
老鸨	1
老辈	2
老本	2
老鼻子	1
老表	3
老病	2
老伯	1
老财	1
老巢	1
老成	1
老成持重	1
老诚	1
老粗	1
老搭档	1
老大	5
老大不小	1
老大难	1
老大娘	1
老大爷	1
老旦	1
老当益壮	1
老到	2
老道	1
老底	2
老弟	1
老调	2
老调重弹	1
老掉牙	1
老爹	1
老豆腐	2
老坟	1
老夫	1
老夫子	3
老赶	2
老干部	1
老疙瘩	1
老公	1
老公公	2
老姑娘	2
老古董	2
老鸹	1
老汉	2
老好人	1
老狐狸	1
老虎	3
老虎凳	1
老虎机	1
老虎钳	2
老虎灶	1
老花眼	1
老化	3
老话	2
老皇历	1
老黄牛	1
老几	2
老骥伏枥	1
老家	2
老家儿	1
老奸巨猾	1
老茧	1
老趼	1
老江湖	1
老将	1
老景	1
老境	2
老酒	1
老辣	2
老老	1
老例	1
老脸	2
老练	1
老林	1
老龄	1
老路	2
老妈子	1
老马识途	1
老迈	1
老帽儿	1
老面	1
老谋深算	1
老衲	1
老奶奶	2
老蔫儿	1
老年	1
老年斑	1
老年间	1
老年性痴呆	1
老娘	2
老娘们儿	3
老牛破车	1
老牛舐犊	1
老农	1
老牌	2
老派	2
老婆	1
老婆婆	2
老婆儿	1
老婆子	2
老气	2
老气横秋	2
老前辈	1
老亲	2
老区	1
老拳	1
老人	2
老人斑	1
老人家	2
老人星	1
老弱残兵	1
老三届	1
老少	1
老身	1
老生	1
老生常谈	1
老师	1
老师傅	1
老实	3
老实巴交	1
老式	1
老视	1
老是	1
老手	1
老寿星	2
老鼠	1
老鼠过街，人人喊打	1
老死	1
老死不相往来	1
老宋体	1
老太婆	1
老太太	2
老太爷	2
老态龙钟	1
老汤	2
老套子	1
老天爷	1
老头儿	1
老头儿鱼	1
老头子	3
老外	2
老顽固	1
老翁	1
老窝	2
老弦	1
老乡	2
老相	1
老小	1
老兄	1
老羞成怒	1
老朽	2
老鸦	1
老眼昏花	1
老爷	4
老爷们儿	2
老爷爷	2
老爷子	2
老一套	1
老鹰	1
老营	2
老油条	1
老油子	1
老幼	1
老于世故	1
老玉米	1
老妪	1
老丈	1
老账	2
老者	1
老着脸皮	1
老子	2
老字号	1
老总	2
佬	1
姥	1
姥姥	2
姥爷	1
栳	1
铑	1
潦	1
络	5
络子	2
唠扯	1
唠嗑	1
烙	1
烙饼	1
烙花	1
烙铁	2
烙印	2
涝	2
涝害	1
涝灾	1
落包涵	1
落不是	1
落汗	1
落价	1
落架	1
落忍	1
落色	1
落枕	1
落子	2
耢	2
酪	2
嫪	1
肋	1
嘞	1
仂	1
仂语	1
艻	1
叻	1
乐	2
乐不可支	1
乐不思蜀	1
乐此不疲	1
乐得	1
乐观	1
乐呵呵	1
乐和	1
乐极生悲	1
乐趣	1
乐儿	1
乐善好施	1
乐事	1
乐陶陶	1
乐天	1
乐天知命	1
乐土	1
乐意	3
乐于	1
乐园	2
乐滋滋	1
乐子	2
玏	1
泐	3
勒	1
勒逼	1
勒克斯	1
勒令	1
勒派	1
勒索	1
勒抑	2
勒诈	1
簕	1
簕█	1
鳓	1
了	1
勒掯	1
累	3
累累	2
累赘	3
雷	3
雷暴	1
雷场	1
雷池	1
雷达	1
雷达兵	1
雷打不动	1
雷电	1
雷动	1
雷公	1
雷管	1
雷击	1
雷厉风行	1
雷鸣	2
雷区	1
雷声大，雨点小	1
雷霆	2
雷霆万钧	1
雷同	1
雷雨	1
雷阵雨	1
蔂	1
嫘	1
缧	1
擂	1
檑	1
檑木	1
礌	2
礌石	1
镭	1
羸	3
羸顿	2
羸弱	1
罍	1
儽	1
欙	1
耒	2
耒耜	1
诔	2
垒	2
垒球	2
累次	1
累犯	1
累积	1
累及	1
累计	1
累教不改	1
累进	1
累进税率	1
累卵	1
累年	1
累世	1
磊	1
磊磊	1
磊落	2
蕾	1
蕾铃	1
儡	1
藟	3
癗	1
肋骨	1
肋膜	1
肋条	2
泪	1
泪痕	1
泪花	1
泪涟涟	1
泪人儿	1
泪水	1
泪汪汪	1
泪腺	1
泪眼	1
泪液	1
泪珠	1
类	4
类比	2
类别	1
类地行星	1
类固醇	1
类乎	1
类激素	1
类木行星	1
类人猿	1
类书	1
类似	1
类同	1
类推	1
类型	1
酹	1
擂台	1
颣	1
棱	1
崚	1
塄	1
塄坎	1
棱缝儿	2
棱角	2
棱镜	1
棱坎	1
棱台	1
棱柱	1
棱锥	1
棱子	1
楞	1
薐	1
冷	9
冷傲	1
冷板凳	1
冷冰冰	2
冷兵器	1
冷不丁	1
冷不防	1
冷布	1
冷藏	1
冷场	3
冷嘲热讽	1
冷处理	2
冷淡	3
冷点	1
冷碟儿	1
冷冻	1
冷风	2
冷锋	1
冷敷	1
冷宫	1
冷光	2
冷柜	1
冷害	1
冷汗	1
冷荤	1
冷货	1
冷寂	1
冷加工	1
冷箭	1
冷噤	1
冷静	2
冷峻	1
冷库	1
冷酷	1
冷厉	1
冷脸子	1
冷落	2
冷门	2
冷门货	1
冷漠	1
冷凝	1
冷暖	2
冷盘	1
冷僻	2
冷气	2
冷气团	1
冷枪	1
冷峭	2
冷清	1
冷清清	1
冷泉	1
冷却	1
冷热病	2
冷若冰霜	1
冷色	1
冷森森	1
冷杉	1
冷食	1
冷水	2
冷丝丝	1
冷飕飕	1
冷烫	1
冷天	1
冷笑	1
冷血动物	2
冷言冷语	1
冷眼	2
冷眼旁观	1
冷饮	1
冷语冰人	1
冷遇	1
冷战	1
冷颤	1
冷招	1
冷字	1
堎	1
愣	3
愣神儿	1
愣头愣脑	1
愣头儿青	1
愣怔	1
睖	1
睖睁	2
哩	1
哩哩啦啦	1
哩哩啰啰	1
杝	1
丽	1
厘	4
厘定	1
厘米	1
厘正	1
狸	1
离	1
离别	1
离愁	1
离岛	1
离队	1
离格儿	1
离宫	1
离合	1
离合器	1
离婚	1
离间	1
离解	1
离经叛道	1
离开	1
离乱	1
离谱儿	1
离奇	1
离弃	1
离情	1
离群索居	1
离任	1
离散	2
离世	2
离索	1
离题	1
离析	2
离弦走板	1
离乡背井	1
离心	2
离心离德	1
离心力	1
离休	1
离异	1
离辙	1
离职	2
离子	1
离子键	1
骊	1
梩	1
梨	3
梨膏	1
梨果	1
梨园	1
梨园弟子	1
梨园戏	1
梨园子弟	1
犁	3
犁铧	1
犁镜	1
犁杖	1
鹂	1
喱	1
剺	1
蓠	1
蜊	1
漓	1
漓】2(【灕	1
缡	1
璃	1
嫠	1
嫠妇	1
犛	1
蔾	1
黎	3
黎黑	1
黎锦	1
黎民	1
黎明	1
黎庶	1
黎族	1
鲡	1
罹	1
罹难	1
篱	1
篱笆	1
篱落	1
篱栅	1
醨	1
藜	2
藜藿	1
黧	1
黧黑	1
蠡	2
蠡测	1
劙	1
礼	5
礼拜	4
礼拜寺	1
礼拜堂	1
礼拜天	1
礼包	1
礼宾	1
礼兵	1
礼成	1
礼单	1
礼法	1
礼佛	1
礼服	1
礼花	1
礼教	1
礼节	1
礼金	1
礼帽	1
礼貌	2
礼炮	1
礼品	1
礼聘	1
礼器	1
礼券	1
礼让	1
礼尚往来	1
礼数	1
礼俗	1
礼堂	1
礼物	1
礼贤下士	1
礼仪	1
礼议小姐	1
礼义廉耻	1
礼遇	1
礼赞	1
李	3
李代桃僵	1
李逵	1
李子	2
李自成起义	1
里	2
里边	1
里程	2
里程碑	2
里出外进	1
里带	1
里勾外连	1
里勾外联	1
里急后重	1
里脊	1
里间	1
里拉	1
里弄	1
里面	1
里手	1
里通外国	1
里头	1
里外里	2
里屋	1
里巷	1
里应外合	1
里子	1
俚	1
俚歌	1
俚曲	1
俚俗	1
俚语	1
逦	1
娌	1
理	7
理财	1
理睬	1
理茬儿	1
理当	1
理短	1
理发	1
理该	1
理合	1
理化	1
理会	6
理解	1
理据	1
理科	1
理亏	1
理疗	2
理路	2
理论	3
理念	2
理赔	1
理气	1
理屈	1
理屈词穷	1
理事	2
理所当然	1
理想	2
理性	2
理性认识	1
理学	1
理应	1
理由	1
理喻	1
理直气壮	1
理智	2
锂	1
鲤	1
澧	1
醴	2
鳢	1
力	5
力臂	1
力避	1
力不从心	1
力持	1
力畜	1
力促	1
力挫	1
力度	3
力荐	1
力竭声嘶	1
力戒	1
力矩	1
力克	1
力量	4
力偶	1
力拼	1
力气	1
力气活	1
力求	1
力士	1
力所能及	1
力透纸背	2
力图	1
力挽狂澜	1
力行	1
力学	1
力战	1
力争	2
力争上游	1
力证	1
力主	1
力作	1
历	2
历朝	2
历陈	1
历程	1
历次	1
历代	2
历法	1
历届	1
历尽	1
历经	1
历久	1
历来	1
历历	1
历练	2
历年	1
历任	2
历时	2
历史	4
历史观	1
历史剧	1
历史唯物主义	1
历史唯心主义	1
历史学	1
历世	1
历书	1
历数	1
历险	1
厉	3
厉兵秣马	1
厉鬼	1
厉害	2
厉色	1
厉声	1
厉行	1
立	10
立案	3
立场	2
立春	2
立此存照	1
立等	2
立地	1
立定	3
立冬	2
立法	1
立法法	1
立法权	1
立方	3
立方米	1
立方体	1
立竿见影	1
立功	1
立功赎罪	1
立柜	1
立国	1
立候	3
立户	2
立即	1
立交	1
立交桥	1
立脚	1
立脚点	1
立决	1
立克次体	1
立刻	1
立领	1
立论	1
立马	1
立米	1
立秋	2
立射	1
立身处世	1
立时	1
立誓	1
立嗣	1
立体	4
立体电影	1
立体几何	1
立体交叉	1
立体角	1
立体声	1
立体图	1
立体战争	1
立夏	2
立宪	1
立项	1
立言	1
立业	2
立意	2
立约	1
立账	1
立正	1
立志	1
立轴	1
立锥之地	1
立字	1
立足	2
立足点	2
吏	3
吏治	1
坜	1
苈	1
丽人	1
丽日	1
丽质	1
励	3
励精图治	1
励志	1
呖	1
利	6
利弊	1
利差	1
利淡	1
利钝	2
利多	1
利滚利	1
利害	1
利好	1
利己主义	1
利金	1
利空	1
利令智昏	1
利禄	1
利率	1
利落	3
利尿	1
利器	2
利钱	1
利权	1
利刃	2
利润	1
利市	4
利税	1
利索	1
利息	1
利息所得税	1
利益	1
利用	2
利诱	1
利于	1
利欲熏心	1
利嘴	1
沥	2
沥涝	1
沥沥	1
沥青	1
沥水	1
枥	2
例	5
例规	3
例会	1
例假	2
例禁	1
例句	1
例如	1
例题	1
例外	2
例行公事	1
例言	1
例证	1
例子	1
疠	2
疠疫	1
沴	2
沴孽	1
戾	2
隶	4
隶书	1
隶属	1
隶字	1
隶卒	1
荔	2
荔枝	2
栎	1
郦	1
轹	2
俪	2
俐	1
疬	1
莉	1
莅	1
莅会	1
莅临	1
莅任	1
栗	1
栗暴	1
栗钙土	1
栗然	1
栗色	1
栗凿	1
栗子	2
砺	2
砺石	2
砾	1
砾漠	1
砾石	1
猁	1
浰	1
蛎	1
唳	1
笠	1
粝	1
粒	2
粒子	1
雳	1
跞	1
詈	1
傈	1
凓	1
痢	1
痢疾	1
溧	2
篥	1
鬁	1
盭	1
俩	1
奁	1
连	1
连鬓胡子	1
连播	1
连词	1
连带	3
连…带…	2
连裆裤	2
连队	1
连根拔	1
连亘	1
连贯	1
连锅端	1
连环	2
连环保	1
连环画	1
连枷	1
连脚裤	1
连接	2
连接号	1
连结	1
连襟	1
连累	1
连类	1
连理	2
连理枝	1
连连	1
连忙	1
连袂	1
连绵	1
连年	1
连篇	2
连篇累牍	1
连翩	1
连翘	1
连任	1
连日	1
连射	1
连声	1
连锁	1
连锁店	1
连锁反应	5
连台本戏	1
连天	3
连通	1
连通器	1
连同	1
连雾	1
连写	2
连续	1
连续剧	1
连夜	2
连衣裙	1
连阴天	1
连阴雨	1
连用	2
连载	1
连中三元	2
连轴转	1
连珠	1
连属	1
连缀	1
连作	1
连坐	1
怜	2
怜爱	1
怜悯	1
怜贫惜老	1
怜惜	1
怜恤	1
帘	3
帘布	1
帘子	1
莲	3
莲步	1
莲菜	1
莲房	2
莲花	2
莲花白	1
莲花落	1
莲藕	2
莲蓬	1
莲蓬头	1
莲蓉	1
莲台	1
莲雾	2
莲心	2
莲子	1
莲座	2
涟	2
涟洏	1
涟漪	1
梿	1
联	3
联办	1
联邦	1
联保	1
联播	1
联产	2
联唱	1
联电	1
联动	1
联防	2
联贯	1
联合	3
联合国	1
联合收割机	1
联合战线	1
联合政府	1
联欢	1
联机	1
联建	1
联接	1
联结	1
联句	1
联军	1
联络	1
联袂	1
联盟	2
联绵	1
联绵字	1
联名	1
联翩	1
联赛	1
联手	1
联通	1
联网	1
联席会议	1
联系	1
联想	1
联销	1
联谊	1
联姻	2
联营	1
联运	1
联展	1
联属	1
联缀	1
联宗	1
裢	1
廉	3
廉耻	1
廉价	1
廉洁	1
廉明	1
廉正	1
廉政	1
廉直	1
廉租	1
磏	1
鲢	1
濂	2
臁	1
镰	2
镰刀	1
蠊	1
鬑	1
琏	1
敛	3
敛步	1
敛财	1
敛迹	3
敛钱	1
敛衽	2
敛容	1
敛足	1
脸	4
脸蛋儿	1
脸红	1
脸红脖子粗	1
脸颊	1
脸面	3
脸庞	1
脸盘儿	1
脸皮	3
脸谱	1
脸谱化	1
脸热	2
脸软	1
脸色	3
脸膛儿	1
脸形	1
脸型	1
脸子	3
裣	1
蔹	1
练	5
练笔	2
练兵	2
练达	1
练队	1
练功	1
练手	1
练武	2
练习	2
炼	4
炼丹	1
炼焦	1
炼句	1
炼乳	1
炼油	3
炼狱	2
炼制	1
炼字	1
恋	3
恋爱	2
恋歌	1
恋家	1
恋旧	1
恋恋不舍	1
恋慕	1
恋念	1
恋情	2
恋群	1
恋人	1
恋栈	1
恋战	1
殓	1
链	2
链轨	1
链接	1
链球	2
链式反应	3
链条	3
链烃	1
链子	2
楝	1
潋	2
良	4
良策	1
良辰	2
良方	1
良好	1
良机	1
良家	1
良久	1
良民	3
良人	2
良师益友	1
良田	1
良宵	1
良心	1
良性	2
良性肿瘤	1
良言	1
良药	1
良莠不齐	1
良缘	1
良知	1
良知良能	1
良种	1
良渚文化	1
俍	1
凉	1
凉白开	1
凉拌	1
凉菜	1
凉碟	1
凉粉	1
凉快	2
凉帽	1
凉棚	1
凉薯	1
凉爽	1
凉水	2
凉丝丝	1
凉飕飕	1
凉台	1
凉亭	1
凉席	1
凉鞋	1
凉药	1
凉意	1
梁	3
梁上君子	1
粱子	1
梁子	1
椋	1
辌	1
量	4
量杯	1
量程	1
量度	1
量规	1
量角器	1
量具	1
量瓶	1
量筒	1
粮	3
粮仓	2
粮草	1
粮荒	1
粮秣	1
粮农	1
粮食	1
粮食作物	1
粮饷	1
粮栈	1
粮站	1
粱	3
粱肉	1
墚	1
踉	1
两	1
两岸	2
两败俱伤	1
两边	3
两边倒	1
两便	2
两不找	1
两重性	1
两党制	1
两抵	1
两点论	1
两广	1
两汉	1
两湖	1
两回事	1
两极	3
两江	1
两晋	1
两可	2
两口儿	1
两口子	1
两利	1
两码事	1
两面	4
两面光	1
两面派	2
两面三刀	1
两面性	1
两难	1
两旁	1
两栖	2
两栖动物	1
两栖植物	1
两歧	1
两讫	1
两清	1
两全	1
两全其美	1
两世为人	1
两手	2
两下子	2
两相情愿	1
两厢	2
两厢情愿	1
两响	1
两小无猜	1
两性	2
两性人	1
两性生殖	1
两袖清风	1
两样	1
两姨	1
两翼	2
两院制	1
两造	1
唡	1
魉	1
亮	7
亮底	2
亮点	2
亮度	1
亮分	1
亮光	2
亮光光	1
亮化	1
亮话	1
亮晶晶	1
亮丽	2
亮牌子	1
亮儿	2
亮色	1
亮闪闪	1
亮堂	3
亮堂堂	1
亮相	3
亮眼人	1
亮铮铮	1
悢	1
悢悢	2
谅	1
谅察	1
谅解	1
辆	1
靓丽	1
靓女	1
靓仔	1
量变	1
量词	1
量贩店	1
量化	1
量力	1
量入为出	1
量体裁衣	1
量刑	1
量子	1
晾	5
晾晒	1
晾台	1
喨	1
踉跄	1
撩	1
蹽	2
辽	2
辽阔	1
辽远	1
疗	1
疗程	1
疗饥	1
疗效	1
疗养	1
疗养院	1
疗治	1
聊	1
聊备一格	1
聊赖	1
聊且	1
聊胜于无	1
聊天儿	1
聊以自慰	1
聊以卒岁	1
僚	2
僚机	1
僚属	1
僚友	1
僚佐	1
漻	1
寥	4
寥廓	1
寥寥	1
寥落	2
寥若晨星	1
撩拨	1
撩动	1
撩逗	1
撩乱	1
撩惹	1
嘹	1
獠	1
潦草	2
潦倒	1
寮	1
寮房	2
嫽	1
缭	2
缭乱	1
缭绕	1
燎	1
燎泡	1
燎原	1
鹩	1
簝	1
髎	1
了不得	2
了不起	2
了当	3
了得	2
了断	1
了结	1
了解	2
了局	2
了了	1
了却	1
了然	1
了如指掌	1
了事	1
了无	1
了悟	1
了账	1
钌	1
蓼	1
蓼蓝	1
憭	1
尥	1
料	4
料定	1
料豆儿	1
料及	1
料酒	1
料理	3
料器	1
料峭	1
料想	1
料子	3
撂	3
撂地	1
撂地摊	1
撂荒	1
撂跤	1
撂手	1
撂挑子	1
廖	1
瞭	1
嘹哨	1
瞭望	2
瞭望哨	1
镣	1
镣铐	1
咧	1
咧咧	2
咧嘴	1
裂	2
列	7
列兵	1
列车	1
列车员	1
列岛	1
列队	1
列国	1
列举	1
列宁主义	1
列强	1
列位	1
列席	1
列支	1
列传	1
劣	1
劣等	1
劣根性	1
劣弧	1
劣迹	1
劣马	1
劣品	1
劣绅	1
劣势	1
劣质	1
冽	1
峛	1
洌	1
埒	2
烈	4
烈度	1
烈风	2
烈火	1
烈火见真金	1
烈马	1
烈女	2
烈日	1
烈士	2
烈属	1
烈性	2
烈焰	1
捩	1
猎	2
猎场	1
猎狗	1
猎户	2
猎户座	1
猎猎	1
猎奇	1
猎潜艇	1
猎枪	1
猎取	2
猎犬	1
猎人	1
猎手	1
猎头	2
猎物	1
裂变	2
裂缝	2
裂果	1
裂痕	1
裂口	2
裂纹	3
裂璺	2
裂隙	1
趔	1
躐	2
躐等	1
鬣	1
鬣狗	1
鬣羚	1
拎	1
拎包	1
邻	3
邻邦	1
邻接	1
邻近	2
邻近色	1
邻居	1
邻里	2
邻舍	1
林	4
林产	1
林场	2
林丛	1
林带	1
林地	1
林冠	1
林海	1
林垦	1
林立	1
林林总总	1
林莽	1
林木	2
林农	1
林檎	1
林区	2
林泉	2
林薮	2
林涛	1
林网	1
林下	1
林业	1
林█	1
林阴道	1
林荫道	1
林苑	1
林政	1
林子	1
临	5
临别	1
临产	1
临场	2
临池	1
临床	1
临到	2
临风	1
临机	1
临街	1
临界	1
临近	1
临渴掘井	1
临客	1
临了	1
临门	2
临摹	1
临盆	1
临蓐	1
临深履薄	1
临时	2
临时代办	1
临帖	1
临头	1
临危	2
临危受命	1
临危授命	1
临刑	1
临渊羡鱼	1
临月	1
临战	1
临阵	2
临阵磨枪	1
临阵脱逃	1
临终	1
临终关怀	1
啉	1
淋	1
淋巴	1
淋巴结	1
淋巴细胞	1
淋巴液	1
淋漓	2
淋漓尽致	1
淋漓柯	1
淋淋	1
淋浴	1
琳	1
琳琅	1
琳琅满目	1
粼	1
嶙	1
嶙嶙	1
嶙峋	3
遴	1
遴选	2
潾	1
璘	1
霖	1
霖雨	1
辚	1
磷	1
磷肥	1
磷光	1
磷火	1
磷酸	1
磷脂	1
瞵	1
鳞	3
鳞波	1
鳞次栉比	1
鳞介	1
鳞茎	1
鳞片	3
鳞爪	1
麟	1
麟凤龟龙	1
菻	1
凛	3
凛冽	1
凛凛	2
凛然	1
廪	2
廪生	1
懔	2
檩	1
檩条	1
檩子	1
吝	2
吝色	1
吝啬	1
吝惜	1
赁	3
淋病	1
蔺	2
膦	1
躏	1
令	1
伶	1
伶仃	2
伶俐	1
伶俜	1
伶牙俐齿	1
灵	6
灵便	2
灵车	1
灵榇	1
灵床	2
灵丹妙药	1
灵动	1
灵幡	1
灵符	1
灵感	1
灵怪	2
灵光	3
灵慧	1
灵魂	4
灵活	2
灵机	1
灵境	1
灵柩	1
灵猫	1
灵妙	1
灵敏	1
灵敏度	1
灵牌	1
灵气	2
灵巧	1
灵寝	1
灵台	2
灵堂	1
灵通	3
灵童	1
灵透	1
灵位	1
灵犀	1
灵性	2
灵秀	1
灵验	2
灵异	2
灵长目	1
灵芝	1
苓	1
囹	1
泠	2
泠泠	2
泠然	1
玲	1
玲玲	1
玲珑	2
玲珑剔透	2
柃	1
瓴	2
铃	4
铃铛	1
铃铎	1
鸰	1
凌	1
凌晨	1
凌迟	1
凌█	1
凌驾	1
凌空	1
凌厉	1
凌轹	2
凌乱	1
凌虐	1
凌辱	1
凌侮	1
凌霄花	1
凌汛	1
凌夷	1
凌云	1
凌杂	1
凌灾	1
凌锥	1
陵	4
陵迟	2
陵轹	1
陵墓	1
陵寝	1
陵替	2
陵夷	1
陵园	1
聆	1
聆教	1
聆取	1
聆听	1
菱	2
菱角	1
陵形	1
棂	1
蛉	1
笭	1
舲	2
翎	3
翎毛	2
翎子	2
羚	2
羚牛	1
羚羊	1
绫	1
绫子	1
祾	1
零	2
零部件	1
零打碎敲	1
零担	1
零蛋	1
零点	1
零丁	1
零风险	1
零工	2
零花	2
零活儿	1
零件	1
零距离	1
零乱	1
零落	3
零配件	1
零七八碎	2
零钱	3
零敲碎打	1
零散	1
零声母	1
零食	1
零售	1
零数	1
零碎	2
零头	2
零销	1
零星	2
零讯	1
零用	2
零增长	1
零嘴	1
龄	3
鲮	1
鲮鲤	1
酃	1
醽	1
岭	4
岭南	1
领	12
领班	2
领唱	2
领带	1
领导	2
领道	1
领地	2
领队	2
领港	2
领钩	1
领海	1
领航	2
领花	2
领会	1
领江	2
领教	3
领结	1
领巾	1
领军	1
领空	1
领口	2
领陆	1
领路	1
领略	1
领情	1
领取	1
领事	1
领事裁判权	1
领事馆	1
领受	1
领属	1
领水	2
领头	1
领土	1
领舞	2
领悟	1
领洗	1
领先	2
领衔	1
领袖	1
领养	1
领有	2
领域	2
领章	1
领主	1
领子	1
领奏	2
领罪	1
另	5
另案	1
另册	1
另类	2
另起炉灶	2
另外	3
另行	1
另眼相看	1
令爱	1
令嫒	1
令出法随	1
令箭	1
令郎	1
令名	1
令亲	1
令堂	1
令闻	1
令行禁止	1
令尊	1
呤	1
溜	1
溜边	2
溜冰	1
溜达	1
溜光	2
溜号	1
溜肩膀	2
溜溜儿	1
溜溜转	1
溜门	1
溜平	1
溜须拍马	1
溜圆	1
溜之大吉	1
溜之乎也	1
溜桌	1
熘	1
蹓	1
蹓跶	1
刘	1
刘海儿	2
浏	1
浏览	1
浏览器	1
留	8
留别	1
留步	1
留成	1
留传	1
留存	2
留待	1
留得青山在，不怕没柴烧	1
留都	1
留后路	1
留后手	1
留级	1
留连	1
留恋	1
留门	1
留难	1
留念	1
留鸟	1
留聘	1
留情	1
留任	1
留神	1
留声机	1
留守	2
留宿	2
留题	2
