word	count1	flag1	count0	flag0	all	score
个体户	0	n	13	n	13	-1.0
狐狸精	0	n	13	n	13	-1.0
贝小帅	0	nr	13	nr	13	-1.0
玲玲	0	i	13	i	13	-1.0
燕阳	0	ns	13	ns	13	-1.0
严吕明	0	nr	13	nr	13	-1.0
砖厂	0	n	13	n	13	-1.0
毛毛	0	nr	13	nr	13	-1.0
魔鬼城	0	n	13	n	13	-1.0
徐延	0	nr	13	nr	13	-1.0
﻿	0	x	13	x	13	-1.0
两万	0	m	13	m	13	-1.0
梁母	0	nr	13	nr	13	-1.0
电线厂	0	n	13	n	13	-1.0
窝点	0	n	13	n	13	-1.0
郝亚威	0	nr	13	nr	13	-1.0
蔡姐	0	nr	13	nr	13	-1.0
杜	0	nr	13	nr	13	-1.0
紧闭	0	v	12	v	12	-1.0
体检	0	v	12	v	12	-1.0
几分钟	0	m	12	m	12	-1.0
抢救	0	v	12	v	12	-1.0
考察	0	v	12	v	12	-1.0
学者	0	n	12	n	12	-1.0
依据	0	p	12	p	12	-1.0
毛巾	0	nr	12	nr	12	-1.0
杭州	0	ns	12	ns	12	-1.0
大城市	0	ns	12	ns	12	-1.0
忙于	0	v	12	v	12	-1.0
新城	0	ns	12	ns	12	-1.0
研发	0	j	12	j	12	-1.0
优势	0	n	12	n	12	-1.0
香火	0	n	12	n	12	-1.0
现代化	0	vn	12	vn	12	-1.0
区域	0	n	12	n	12	-1.0
始建	0	v	12	v	12	-1.0
规律	0	n	12	n	12	-1.0
白眼	0	n	12	n	12	-1.0
强忍	0	a	12	a	12	-1.0
蹿	0	v	12	v	12	-1.0
老三	0	nr	12	nr	12	-1.0
2015	0	m	12	m	12	-1.0
小店	0	n	12	n	12	-1.0
键	0	n	12	n	12	-1.0
租房	0	n	12	n	12	-1.0
虫	0	n	12	n	12	-1.0
救命	0	vn	12	vn	12	-1.0
身穿	0	v	12	v	12	-1.0
兔	0	ng	12	ng	12	-1.0
饥饿	0	n	12	n	12	-1.0
琼花	0	nz	12	nz	12	-1.0
北边	0	f	12	f	12	-1.0
秀才	0	n	12	n	12	-1.0
求学	0	v	12	v	12	-1.0
生涯	0	n	12	n	12	-1.0
茶杯	0	n	12	n	12	-1.0
不懂	0	a	12	a	12	-1.0
八个	0	m	12	m	12	-1.0
饮食	0	n	12	n	12	-1.0
年迈	0	a	12	a	12	-1.0
肥猪	0	n	12	n	12	-1.0
女士	0	n	12	n	12	-1.0
莫非	0	ns	12	ns	12	-1.0
本性	0	n	12	n	12	-1.0
一封	0	m	12	m	12	-1.0
掰	0	v	12	v	12	-1.0
支书	0	n	12	n	12	-1.0
名利	0	n	12	n	12	-1.0
六年	0	m	12	m	12	-1.0
事实证明	0	l	12	l	12	-1.0
颠簸	0	v	12	v	12	-1.0
奶粉	0	n	12	n	12	-1.0
传出	0	v	12	v	12	-1.0
豆豆	0	n	12	n	12	-1.0
禁止	0	v	12	v	12	-1.0
菜地	0	n	12	n	12	-1.0
串门	0	n	12	n	12	-1.0
现实生活	0	n	12	n	12	-1.0
原名	0	n	12	n	12	-1.0
古怪	0	a	12	a	12	-1.0
部	0	q	12	q	12	-1.0
七八个	0	m	12	m	12	-1.0
透出	0	v	12	v	12	-1.0
倒水	0	v	12	v	12	-1.0
别怕	0	c	12	c	12	-1.0
包含	0	v	12	v	12	-1.0
陪同	0	v	12	v	12	-1.0
十个	0	m	12	m	12	-1.0
十八岁	0	m	12	m	12	-1.0
处事	0	v	12	v	12	-1.0
笑呵呵	0	z	12	z	12	-1.0
武则天	0	nr	12	nr	12	-1.0
香肠	0	n	12	n	12	-1.0
纳闷	0	v	12	v	12	-1.0
否认	0	v	12	v	12	-1.0
转过身	0	v	12	v	12	-1.0
造型	0	n	12	n	12	-1.0
给出	0	v	12	v	12	-1.0
有次	0	r	12	r	12	-1.0
男方	0	n	12	n	12	-1.0
要命	0	v	12	v	12	-1.0
腊肉	0	n	12	n	12	-1.0
婆家	0	n	12	n	12	-1.0
害羞	0	a	12	a	12	-1.0
初一	0	t	12	t	12	-1.0
举手	0	v	12	v	12	-1.0
推荐	0	v	12	v	12	-1.0
怪兽	0	n	12	n	12	-1.0
找来	0	v	12	v	12	-1.0
炸炮	0	n	12	n	12	-1.0
两头	0	m	12	m	12	-1.0
一不小心	0	l	12	l	12	-1.0
忍住	0	v	12	v	12	-1.0
凡事	0	n	12	n	12	-1.0
周边	0	f	12	f	12	-1.0
脱口而出	0	i	12	i	12	-1.0
残疾	0	n	12	n	12	-1.0
治国	0	ns	12	ns	12	-1.0
元素	0	n	12	n	12	-1.0
成果	0	n	12	n	12	-1.0
结实	0	n	12	n	12	-1.0
丰盛	0	a	12	a	12	-1.0
迟	0	a	12	a	12	-1.0
记忆犹新	0	i	12	i	12	-1.0
非凡	0	d	12	d	12	-1.0
征服	0	v	12	v	12	-1.0
寒暄	0	nr	12	nr	12	-1.0
挂断	0	v	12	v	12	-1.0
天才	0	n	12	n	12	-1.0
患者	0	n	12	n	12	-1.0
发作	0	vn	12	vn	12	-1.0
撒娇	0	v	12	v	12	-1.0
崩溃	0	v	12	v	12	-1.0
认同	0	v	12	v	12	-1.0
解决问题	0	n	12	n	12	-1.0
家里人	0	nrt	12	nrt	12	-1.0
地步	0	n	12	n	12	-1.0
八十年代	0	m	12	m	12	-1.0
遭受	0	v	12	v	12	-1.0
愧疚	0	a	12	a	12	-1.0
前天	0	t	12	t	12	-1.0
批	0	q	12	q	12	-1.0
不上	0	d	12	d	12	-1.0
喝多	0	v	12	v	12	-1.0
官	0	n	12	n	12	-1.0
挤出	0	v	12	v	12	-1.0
搞笑	0	v	12	v	12	-1.0
忐忑	0	a	12	a	12	-1.0
尽力	0	d	12	d	12	-1.0
一斤	0	m	12	m	12	-1.0
文艺	0	n	12	n	12	-1.0
接待	0	v	12	v	12	-1.0
原先	0	d	12	d	12	-1.0
非得	0	d	12	d	12	-1.0
捉住	0	v	12	v	12	-1.0
里头	0	f	12	f	12	-1.0
炕上	0	s	12	s	12	-1.0
克制	0	v	12	v	12	-1.0
奖励	0	vn	12	vn	12	-1.0
恩师	0	nr	12	nr	12	-1.0
指针	0	n	12	n	12	-1.0
A	0	eng	12	eng	12	-1.0
关切	0	v	12	v	12	-1.0
敢于	0	v	12	v	12	-1.0
录取	0	v	12	v	12	-1.0
恐怖	0	a	12	a	12	-1.0
2016	0	m	12	m	12	-1.0
党支部	0	j	12	j	12	-1.0
大气	0	n	12	n	12	-1.0
鲜血	0	n	12	n	12	-1.0
不明	0	v	12	v	12	-1.0
过生日	0	t	12	t	12	-1.0
逮	0	v	12	v	12	-1.0
自我介绍	0	n	12	n	12	-1.0
耳	0	n	12	n	12	-1.0
葬礼	0	n	12	n	12	-1.0
缝	0	v	12	v	12	-1.0
手头	0	n	12	n	12	-1.0
大学毕业	0	n	12	n	12	-1.0
搭配	0	v	12	v	12	-1.0
夸赞	0	nrt	12	nrt	12	-1.0
毁	0	v	12	v	12	-1.0
虚荣	0	a	12	a	12	-1.0
偷懒	0	v	12	v	12	-1.0
狮子	0	n	12	n	12	-1.0
手法	0	n	12	n	12	-1.0
老朋友	0	n	12	n	12	-1.0
男友	0	n	12	n	12	-1.0
之余	0	r	12	r	12	-1.0
上床	0	v	12	v	12	-1.0
出版	0	v	12	v	12	-1.0
把手	0	v	12	v	12	-1.0
衣架	0	n	12	n	12	-1.0
避免	0	v	12	v	12	-1.0
越来越少	0	l	12	l	12	-1.0
女孩儿	0	n	12	n	12	-1.0
打麻将	0	n	12	n	12	-1.0
谈不上	0	l	12	l	12	-1.0
沿河	0	ns	12	ns	12	-1.0
女老板	0	n	12	n	12	-1.0
讲解	0	v	12	v	12	-1.0
名牌	0	n	12	n	12	-1.0
涉及	0	v	12	v	12	-1.0
承包	0	v	12	v	12	-1.0
机械	0	n	12	n	12	-1.0
胆小鬼	0	i	12	i	12	-1.0
看好	0	v	12	v	12	-1.0
以此	0	c	12	c	12	-1.0
搬进	0	v	12	v	12	-1.0
泪流满面	0	l	12	l	12	-1.0
不动	0	v	12	v	12	-1.0
娱乐	0	vn	12	vn	12	-1.0
更何况	0	l	12	l	12	-1.0
小车	0	n	12	n	12	-1.0
留言	0	v	12	v	12	-1.0
唐太宗	0	nr	12	nr	12	-1.0
一再	0	d	12	d	12	-1.0
权威	0	nr	12	nr	12	-1.0
闪过	0	v	12	v	12	-1.0
做不了	0	v	12	v	12	-1.0
排练	0	vn	12	vn	12	-1.0
本地人	0	n	12	n	12	-1.0
实习	0	v	12	v	12	-1.0
押	0	v	12	v	12	-1.0
规划	0	n	12	n	12	-1.0
流氓	0	n	12	n	12	-1.0
芝麻	0	n	12	n	12	-1.0
说得对	0	v	12	v	12	-1.0
转头	0	v	12	v	12	-1.0
第二年	0	m	12	m	12	-1.0
料到	0	v	12	v	12	-1.0
从事	0	v	12	v	12	-1.0
反驳	0	v	12	v	12	-1.0
星期天	0	t	12	t	12	-1.0
墓碑	0	n	12	n	12	-1.0
模式	0	n	12	n	12	-1.0
哥们	0	n	12	n	12	-1.0
一大群	0	m	12	m	12	-1.0
证	0	n	12	n	12	-1.0
抓紧时间	0	l	12	l	12	-1.0
养活	0	vn	12	vn	12	-1.0
舌头	0	n	12	n	12	-1.0
编辑	0	n	12	n	12	-1.0
有钱人	0	n	12	n	12	-1.0
阿香	0	nr	12	nr	12	-1.0
巡防	0	v	12	v	12	-1.0
记者	0	n	12	n	12	-1.0
小肖	0	nr	12	nr	12	-1.0
连襟	0	n	12	n	12	-1.0
看得出	0	v	12	v	12	-1.0
大门口	0	ns	12	ns	12	-1.0
驾驶员	0	n	12	n	12	-1.0
针对	0	p	12	p	12	-1.0
兄妹	0	n	12	n	12	-1.0
长期	0	d	12	d	12	-1.0
别提	0	nr	12	nr	12	-1.0
吓唬	0	v	12	v	12	-1.0
下岗	0	v	12	v	12	-1.0
八卦	0	n	12	n	12	-1.0
荣立	0	nr	12	nr	12	-1.0
部件	0	n	12	n	12	-1.0
三口	0	m	12	m	12	-1.0
正事	0	n	12	n	12	-1.0
组建	0	v	12	v	12	-1.0
买好	0	v	12	v	12	-1.0
自动	0	vn	12	vn	12	-1.0
家长会	0	j	12	j	12	-1.0
不服气	0	l	12	l	12	-1.0
督察	0	v	12	v	12	-1.0
大会	0	n	12	n	12	-1.0
行业	0	n	12	n	12	-1.0
实行	0	v	12	v	12	-1.0
无阴	0	ns	12	ns	12	-1.0
接送	0	v	12	v	12	-1.0
图片	0	n	12	n	12	-1.0
山西	0	ns	12	ns	12	-1.0
关羽	0	nr	12	nr	12	-1.0
来电	0	v	12	v	12	-1.0
菜单	0	n	12	n	12	-1.0
十几万	0	m	12	m	12	-1.0
停车场	0	n	12	n	12	-1.0
别墅	0	n	12	n	12	-1.0
慌张	0	a	12	a	12	-1.0
女主人	0	n	12	n	12	-1.0
小敏	0	nr	12	nr	12	-1.0
黑狗	0	nr	12	nr	12	-1.0
猪瘟	0	n	12	n	12	-1.0
诅咒	0	v	12	v	12	-1.0
差点儿	0	l	12	l	12	-1.0
闹事	0	v	12	v	12	-1.0
老房子	0	n	12	n	12	-1.0
大儿子	0	n	12	n	12	-1.0
爆炸	0	v	12	v	12	-1.0
得罪	0	v	12	v	12	-1.0
杀人犯	0	i	12	i	12	-1.0
表明	0	v	12	v	12	-1.0
打字	0	v	12	v	12	-1.0
房租	0	n	12	n	12	-1.0
好意思	0	l	12	l	12	-1.0
科长	0	n	12	n	12	-1.0
房产	0	j	12	j	12	-1.0
郭华刚	0	nr	12	nr	12	-1.0
苏明成	0	nr	12	nr	12	-1.0
才刚	0	d	12	d	12	-1.0
警校	0	n	12	n	12	-1.0
饭团	0	n	12	n	12	-1.0
a	0	eng	12	eng	12	-1.0
算算	0	v	12	v	12	-1.0
吴伟	0	nr	12	nr	12	-1.0
小冯	0	nr	12	nr	12	-1.0
警情	0	n	12	n	12	-1.0
区委	0	n	12	n	12	-1.0
藏马	0	nz	12	nz	12	-1.0
乐团	0	n	12	n	12	-1.0
玥	0	zg	12	zg	12	-1.0
玉喜	0	nr	12	nr	12	-1.0
警服	0	n	12	n	12	-1.0
曹	0	nr	12	nr	12	-1.0
冷冷地	0	z	12	z	12	-1.0
李晓斌	0	nr	12	nr	12	-1.0
俞镇川	0	nr	12	nr	12	-1.0
汉语	0	nz	11	nz	11	-1.0
辣	0	a	11	a	11	-1.0
摆脱	0	v	11	v	11	-1.0
再也不会	0	l	11	l	11	-1.0
下过	0	v	11	v	11	-1.0
请来	0	v	11	v	11	-1.0
借用	0	v	11	v	11	-1.0
朱华	0	nr	11	nr	11	-1.0
商业	0	n	11	n	11	-1.0
意想不到	0	l	11	l	11	-1.0
讨价还价	0	i	11	i	11	-1.0
产业	0	n	11	n	11	-1.0
拐杖	0	n	11	n	11	-1.0
晒太阳	0	n	11	n	11	-1.0
长方形	0	n	11	n	11	-1.0
不如意	0	i	11	i	11	-1.0
改为	0	v	11	v	11	-1.0
屁	0	n	11	n	11	-1.0
大大	0	b	11	b	11	-1.0
扭曲	0	v	11	v	11	-1.0
成员	0	n	11	n	11	-1.0
放鞭炮	0	n	11	n	11	-1.0
大年初一	0	t	11	t	11	-1.0
饭后	0	t	11	t	11	-1.0
镇子	0	n	11	n	11	-1.0
困扰	0	v	11	v	11	-1.0
十来	0	t	11	t	11	-1.0
无能为力	0	l	11	l	11	-1.0
场地	0	s	11	s	11	-1.0
场所	0	n	11	n	11	-1.0
保存	0	v	11	v	11	-1.0
正要	0	a	11	a	11	-1.0
硬着头皮	0	l	11	l	11	-1.0
沟里	0	s	11	s	11	-1.0
点名	0	v	11	v	11	-1.0
回城	0	ns	11	ns	11	-1.0
啥时候	0	r	11	r	11	-1.0
中方	0	f	11	f	11	-1.0
兜里	0	s	11	s	11	-1.0
诸多	0	m	11	m	11	-1.0
细致	0	a	11	a	11	-1.0
凭着	0	p	11	p	11	-1.0
白菜	0	n	11	n	11	-1.0
不乏	0	v	11	v	11	-1.0
回过头来	0	l	11	l	11	-1.0
万万	0	m	11	m	11	-1.0
多月	0	m	11	m	11	-1.0
请客	0	v	11	v	11	-1.0
亲朋好友	0	l	11	l	11	-1.0
谢谢你们	0	nr	11	nr	11	-1.0
袁	0	nr	11	nr	11	-1.0
转向	0	v	11	v	11	-1.0
木瓜	0	n	11	n	11	-1.0
逢年过节	0	l	11	l	11	-1.0
猫儿	0	n	11	n	11	-1.0
值钱	0	v	11	v	11	-1.0
特地	0	n	11	n	11	-1.0
减轻	0	v	11	v	11	-1.0
两点	0	m	11	m	11	-1.0
修养	0	v	11	v	11	-1.0
朋友圈	0	n	11	n	11	-1.0
无用	0	v	11	v	11	-1.0
回避	0	v	11	v	11	-1.0
级	0	q	11	q	11	-1.0
活跃	0	vn	11	vn	11	-1.0
路程	0	n	11	n	11	-1.0
足足	0	v	11	v	11	-1.0
注意力	0	n	11	n	11	-1.0
孙儿	0	nr	11	nr	11	-1.0
买来	0	v	11	v	11	-1.0
17	0	m	11	m	11	-1.0
相依为命	0	i	11	i	11	-1.0
联络	0	n	11	n	11	-1.0
先前	0	t	11	t	11	-1.0
好心	0	n	11	n	11	-1.0
皱眉	0	n	11	n	11	-1.0
传承	0	v	11	v	11	-1.0
抗战	0	nz	11	nz	11	-1.0
军队	0	n	11	n	11	-1.0
家家	0	n	11	n	11	-1.0
人手	0	n	11	n	11	-1.0
干干净净	0	z	11	z	11	-1.0
不管怎么	0	l	11	l	11	-1.0
串	0	v	11	v	11	-1.0
不起	0	v	11	v	11	-1.0
相继	0	d	11	d	11	-1.0
例如	0	v	11	v	11	-1.0
够不着	0	l	11	l	11	-1.0
枚	0	m	11	m	11	-1.0
东面	0	f	11	f	11	-1.0
八里	0	m	11	m	11	-1.0
还行	0	v	11	v	11	-1.0
书上	0	s	11	s	11	-1.0
注重	0	v	11	v	11	-1.0
大包	0	n	11	n	11	-1.0
乾坤	0	nz	11	nz	11	-1.0
按摩	0	v	11	v	11	-1.0
潜意识	0	n	11	n	11	-1.0
为的是	0	c	11	c	11	-1.0
两根	0	m	11	m	11	-1.0
题	0	n	11	n	11	-1.0
种类	0	n	11	n	11	-1.0
广东	0	ns	11	ns	11	-1.0
道别	0	n	11	n	11	-1.0
母子	0	n	11	n	11	-1.0
体贴	0	n	11	n	11	-1.0
顽皮	0	a	11	a	11	-1.0
官员	0	n	11	n	11	-1.0
晚会	0	n	11	n	11	-1.0
淑女	0	n	11	n	11	-1.0
污染	0	vn	11	vn	11	-1.0
长假	0	n	11	n	11	-1.0
露天	0	v	11	v	11	-1.0
淤泥	0	n	11	n	11	-1.0
充足	0	a	11	a	11	-1.0
总归	0	v	11	v	11	-1.0
条路	0	n	11	n	11	-1.0
基因	0	n	11	n	11	-1.0
反省	0	n	11	n	11	-1.0
登	0	v	11	v	11	-1.0
样	0	q	11	q	11	-1.0
职位	0	n	11	n	11	-1.0
克山	0	ns	11	ns	11	-1.0
拜访	0	v	11	v	11	-1.0
担当	0	v	11	v	11	-1.0
登山	0	ns	11	ns	11	-1.0
诚恳	0	a	11	a	11	-1.0
异性	0	n	11	n	11	-1.0
查出	0	v	11	v	11	-1.0
岳父	0	nr	11	nr	11	-1.0
岳母	0	nr	11	nr	11	-1.0
夫妻俩	0	n	11	n	11	-1.0
无地自容	0	i	11	i	11	-1.0
欢呼	0	v	11	v	11	-1.0
素质	0	n	11	n	11	-1.0
搭理	0	v	11	v	11	-1.0
发财	0	v	11	v	11	-1.0
头晕	0	n	11	n	11	-1.0
两口	0	m	11	m	11	-1.0
时机	0	n	11	n	11	-1.0
愣愣	0	v	11	v	11	-1.0
一盆	0	m	11	m	11	-1.0
直到现在	0	l	11	l	11	-1.0
后代	0	t	11	t	11	-1.0
问起	0	v	11	v	11	-1.0
大不了	0	l	11	l	11	-1.0
行李箱	0	n	11	n	11	-1.0
有用	0	v	11	v	11	-1.0
郝	0	nr	11	nr	11	-1.0
摆手	0	v	11	v	11	-1.0
左侧	0	f	11	f	11	-1.0
一出	0	m	11	m	11	-1.0
废	0	v	11	v	11	-1.0
你俩	0	r	11	r	11	-1.0
问明	0	n	11	n	11	-1.0
市民	0	n	11	n	11	-1.0
兴冲冲	0	z	11	z	11	-1.0
瓶	0	n	11	n	11	-1.0
料想	0	v	11	v	11	-1.0
困惑	0	a	11	a	11	-1.0
饭盒	0	n	11	n	11	-1.0
两只手	0	i	11	i	11	-1.0
皇上	0	n	11	n	11	-1.0
柴禾	0	nr	11	nr	11	-1.0
推动	0	v	11	v	11	-1.0
手持	0	v	11	v	11	-1.0
语文	0	n	11	n	11	-1.0
幸福快乐	0	nr	11	nr	11	-1.0
心烦	0	a	11	a	11	-1.0
全球	0	n	11	n	11	-1.0
带队	0	n	11	n	11	-1.0
普通话	0	n	11	n	11	-1.0
冻	0	v	11	v	11	-1.0
河南	0	ns	11	ns	11	-1.0
主人公	0	n	11	n	11	-1.0
看完	0	v	11	v	11	-1.0
责怪	0	v	11	v	11	-1.0
堵住	0	v	11	v	11	-1.0
威胁	0	vn	11	vn	11	-1.0
带我去	0	n	11	n	11	-1.0
哭闹	0	v	11	v	11	-1.0
咱俩	0	r	11	r	11	-1.0
没变	0	v	11	v	11	-1.0
纠正	0	v	11	v	11	-1.0
棚	0	n	11	n	11	-1.0
多天	0	m	11	m	11	-1.0
机制	0	n	11	n	11	-1.0
干活儿	0	n	11	n	11	-1.0
受不了	0	l	11	l	11	-1.0
一言不发	0	i	11	i	11	-1.0
资本	0	n	11	n	11	-1.0
洗漱	0	v	11	v	11	-1.0
观音	0	n	11	n	11	-1.0
不当	0	d	11	d	11	-1.0
在内	0	u	11	u	11	-1.0
说不	0	l	11	l	11	-1.0
评价	0	n	11	n	11	-1.0
光荣	0	nr	11	nr	11	-1.0
红包	0	n	11	n	11	-1.0
儿媳妇	0	n	11	n	11	-1.0
蝼蛄	0	n	11	n	11	-1.0
惊人	0	a	11	a	11	-1.0
拨打	0	v	11	v	11	-1.0
侧面	0	f	11	f	11	-1.0
大衣	0	n	11	n	11	-1.0
无条件	0	l	11	l	11	-1.0
贱	0	a	11	a	11	-1.0
为主	0	v	11	v	11	-1.0
电子	0	n	11	n	11	-1.0
安静下来	0	i	11	i	11	-1.0
一小块	0	m	11	m	11	-1.0
高级	0	b	11	b	11	-1.0
莫言	0	nr	11	nr	11	-1.0
警告	0	n	11	n	11	-1.0
自言自语	0	i	11	i	11	-1.0
后座	0	n	11	n	11	-1.0
拖累	0	v	11	v	11	-1.0
福州人	0	nr	11	nr	11	-1.0
查查	0	v	11	v	11	-1.0
没有勇气	0	l	11	l	11	-1.0
奶	0	n	11	n	11	-1.0
嘻嘻	0	z	11	z	11	-1.0
拼	0	v	11	v	11	-1.0
教学	0	n	11	n	11	-1.0
是非	0	v	11	v	11	-1.0
公寓	0	n	11	n	11	-1.0
末	0	f	11	f	11	-1.0
处长	0	v	11	v	11	-1.0
报答	0	v	11	v	11	-1.0
苦笑	0	v	11	v	11	-1.0
表姐	0	n	11	n	11	-1.0
26	0	m	11	m	11	-1.0
电视台	0	n	11	n	11	-1.0
功劳	0	n	11	n	11	-1.0
外套	0	n	11	n	11	-1.0
小树林	0	nr	11	nr	11	-1.0
来的	0	u	11	u	11	-1.0
解放	0	v	11	v	11	-1.0
瑞士	0	ns	11	ns	11	-1.0
扔掉	0	v	11	v	11	-1.0
要死	0	v	11	v	11	-1.0
不说	0	c	11	c	11	-1.0
念书	0	n	11	n	11	-1.0
市长	0	n	11	n	11	-1.0
红着脸	0	l	11	l	11	-1.0
柳嫂	0	nr	11	nr	11	-1.0
青菜	0	n	11	n	11	-1.0
比如说	0	l	11	l	11	-1.0
模仿	0	v	11	v	11	-1.0
冷淡	0	a	11	a	11	-1.0
轮到	0	v	11	v	11	-1.0
郊区	0	s	11	s	11	-1.0
总体	0	n	11	n	11	-1.0
修改	0	v	11	v	11	-1.0
斤	0	m	11	m	11	-1.0
大吃一惊	0	i	11	i	11	-1.0
安顿	0	ns	11	ns	11	-1.0
无视	0	v	11	v	11	-1.0
乘坐	0	v	11	v	11	-1.0
大柱子	0	n	11	n	11	-1.0
灶	0	n	11	n	11	-1.0
米饭	0	n	11	n	11	-1.0
李世民	0	nr	11	nr	11	-1.0
内部	0	f	11	f	11	-1.0
抓捕	0	v	11	v	11	-1.0
盘查	0	vn	11	vn	11	-1.0
传播	0	vn	11	vn	11	-1.0
订	0	v	11	v	11	-1.0
高官	0	n	11	n	11	-1.0
伯母	0	nr	11	nr	11	-1.0
手术室	0	n	11	n	11	-1.0
欲言又止	0	l	11	l	11	-1.0
记性	0	n	11	n	11	-1.0
讲台	0	n	11	n	11	-1.0
纸条	0	n	11	n	11	-1.0
举办	0	v	11	v	11	-1.0
睁开眼睛	0	n	11	n	11	-1.0
阿明	0	nr	11	nr	11	-1.0
售货员	0	l	11	l	11	-1.0
五元	0	m	11	m	11	-1.0
小学生	0	nr	11	nr	11	-1.0
贾	0	nr	11	nr	11	-1.0
汤圆	0	nr	11	nr	11	-1.0
程序	0	n	11	n	11	-1.0
加强	0	v	11	v	11	-1.0
案件	0	n	11	n	11	-1.0
十分钟	0	m	11	m	11	-1.0
开导	0	v	11	v	11	-1.0
法院	0	n	11	n	11	-1.0
胡思乱想	0	i	11	i	11	-1.0
事务所	0	n	11	n	11	-1.0
理直气壮	0	i	11	i	11	-1.0
中考	0	ns	11	ns	11	-1.0
票	0	n	11	n	11	-1.0
机灵	0	n	11	n	11	-1.0
莉莉	0	nrt	11	nrt	11	-1.0
很慢	0	d	11	d	11	-1.0
紫琳	0	nr	11	nr	11	-1.0
贷款	0	n	11	n	11	-1.0
几件	0	m	11	m	11	-1.0
没来	0	v	11	v	11	-1.0
哪天	0	r	11	r	11	-1.0
几句话	0	l	11	l	11	-1.0
打个招呼	0	v	11	v	11	-1.0
袋子	0	n	11	n	11	-1.0
昨天晚上	0	t	11	t	11	-1.0
演	0	v	11	v	11	-1.0
王城	0	nr	11	nr	11	-1.0
现金	0	n	11	n	11	-1.0
公安局	0	nt	11	nt	11	-1.0
算账	0	v	11	v	11	-1.0
直说	0	v	11	v	11	-1.0
设施	0	n	11	n	11	-1.0
弄堂	0	n	11	n	11	-1.0
二楼	0	n	11	n	11	-1.0
垫	0	v	11	v	11	-1.0
赫然	0	z	11	z	11	-1.0
杂志	0	n	11	n	11	-1.0
睡眠	0	v	11	v	11	-1.0
方丈	0	n	11	n	11	-1.0
摁	0	v	11	v	11	-1.0
失控	0	vn	11	vn	11	-1.0
篮球场	0	n	11	n	11	-1.0
利润	0	n	11	n	11	-1.0
汉武帝	0	nr	11	nr	11	-1.0
宝马	0	nr	11	nr	11	-1.0
菜刀	0	n	11	n	11	-1.0
纸巾	0	n	11	n	11	-1.0
看不起	0	v	11	v	11	-1.0
公婆	0	n	11	n	11	-1.0
邢	0	nr	11	nr	11	-1.0
名校	0	n	11	n	11	-1.0
眼睁睁	0	d	11	d	11	-1.0
周一	0	t	11	t	11	-1.0
老头子	0	n	11	n	11	-1.0
神父	0	n	11	n	11	-1.0
一级	0	m	11	m	11	-1.0
院长	0	n	11	n	11	-1.0
通话	0	n	11	n	11	-1.0
电动	0	n	11	n	11	-1.0
姨妈	0	n	11	n	11	-1.0
叹口气	0	i	11	i	11	-1.0
稀	0	a	11	a	11	-1.0
您好	0	l	11	l	11	-1.0
真话	0	n	11	n	11	-1.0
这辆	0	mq	11	mq	11	-1.0
你个	0	r	11	r	11	-1.0
中介	0	j	11	j	11	-1.0
好生	0	v	11	v	11	-1.0
签	0	v	11	v	11	-1.0
开店	0	n	11	n	11	-1.0
利息	0	n	11	n	11	-1.0
低三下四	0	i	11	i	11	-1.0
副总	0	n	11	n	11	-1.0
呃	0	y	11	y	11	-1.0
别管	0	c	11	c	11	-1.0
记录仪	0	n	11	n	11	-1.0
姜微	0	nr	11	nr	11	-1.0
裁员	0	n	11	n	11	-1.0
哎哟	0	e	11	e	11	-1.0
关上门	0	n	11	n	11	-1.0
x	0	eng	11	eng	11	-1.0
市局	0	n	11	n	11	-1.0
谢图南	0	nr	11	nr	11	-1.0
苏明玉	0	nr	11	nr	11	-1.0
招聘	0	v	11	v	11	-1.0
巡逻车	0	n	11	n	11	-1.0
南钢	0	n	11	n	11	-1.0
网格	0	n	11	n	11	-1.0
囡	0	y	11	y	11	-1.0
移交	0	v	11	v	11	-1.0
1780	0	m	11	m	11	-1.0
新民	0	n	11	n	11	-1.0
梅瑞	0	nr	11	nr	11	-1.0
李明轩	0	nr	11	nr	11	-1.0
勤奋	0	a	10	a	10	-1.0
尸体	0	n	10	n	10	-1.0
定义	0	n	10	n	10	-1.0
疤痕	0	n	10	n	10	-1.0
重来	0	d	10	d	10	-1.0
风味	0	n	10	n	10	-1.0
重建	0	a	10	a	10	-1.0
壁画	0	n	10	n	10	-1.0
大名	0	m	10	m	10	-1.0
江西	0	ns	10	ns	10	-1.0
活下去	0	l	10	l	10	-1.0
苍蝇	0	n	10	n	10	-1.0
职责	0	n	10	n	10	-1.0
乃是	0	c	10	c	10	-1.0
跟上	0	f	10	f	10	-1.0
吴哥	0	nr	10	nr	10	-1.0
一溜烟	0	d	10	d	10	-1.0
深受	0	v	10	v	10	-1.0
带有	0	v	10	v	10	-1.0
包袱	0	n	10	n	10	-1.0
关照	0	p	10	p	10	-1.0
变为	0	v	10	v	10	-1.0
科技	0	n	10	n	10	-1.0
噢	0	y	10	y	10	-1.0
日益	0	n	10	n	10	-1.0
红火	0	n	10	n	10	-1.0
理念	0	n	10	n	10	-1.0
敬佩	0	nr	10	nr	10	-1.0
红楼梦	0	nz	10	nz	10	-1.0
呼呼	0	v	10	v	10	-1.0
剥	0	v	10	v	10	-1.0
济南	0	ns	10	ns	10	-1.0
大腿	0	n	10	n	10	-1.0
