Word	Docfreq_0	Docfreq_1	score
荣耻	1	0	-1.0
软柴好	1	0	-1.0
比翼齐	1	0	-1.0
扮清	1	0	-1.0
杨逦被	1	0	-1.0
大假山	1	0	-1.0
浮石	1	0	-1.0
柴达木	1	0	-1.0
直溜溜	1	0	-1.0
说息县	1	0	-1.0
粗浅	1	0	-1.0
灯光师	1	0	-1.0
酷毙	1	0	-1.0
打狗肉	1	0	-1.0
器具	1	0	-1.0
揽镜	1	0	-1.0
杨白芷站	1	0	-1.0
长途拉练	1	0	-1.0
表面文章	1	0	-1.0
刀刃	1	0	-1.0
大凡	1	0	-1.0
大高寺	1	0	-1.0
清宫	1	0	-1.0
中唐	1	0	-1.0
摊前	1	0	-1.0
安迪像	1	0	-1.0
树敌	1	0	-1.0
安迪若是	1	0	-1.0
召匠	1	0	-1.0
笔墨纸砚	1	0	-1.0
婆婆笑眯眯	1	0	-1.0
隆庆村	1	0	-1.0
希腊文	1	0	-1.0
午休	1	0	-1.0
二十四年	1	0	-1.0
验血	1	0	-1.0
长丽鹃短	1	0	-1.0
排华	1	0	-1.0
自寇	1	0	-1.0
纪念地	1	0	-1.0
充值卡	1	0	-1.0
名士	1	0	-1.0
全天	1	0	-1.0
冲锋枪	1	0	-1.0
赎铜	1	0	-1.0
愤	1	0	-1.0
看够	1	0	-1.0
病害	1	0	-1.0
曲筱绡一来	1	0	-1.0
瓦岗寨	1	0	-1.0
呼明	1	0	-1.0
粗鄙	1	0	-1.0
老猫	1	0	-1.0
有去无回	1	0	-1.0
一发不可收拾	1	0	-1.0
柴华	1	0	-1.0
作数	1	0	-1.0
半分	1	0	-1.0
水涨船高	1	0	-1.0
瓜娃	1	0	-1.0
临流	1	0	-1.0
积玉水廊	1	0	-1.0
炉盘	1	0	-1.0
明玉挨	1	0	-1.0
炮兵	1	0	-1.0
胜券	1	0	-1.0
筋络	1	0	-1.0
满腔热血	1	0	-1.0
幼童	1	0	-1.0
一千七百	1	0	-1.0
墙角处	1	0	-1.0
不无关系	1	0	-1.0
卷铺盖滚蛋	1	0	-1.0
许启民	1	0	-1.0
完结	1	0	-1.0
办事员	1	0	-1.0
裤腰带	1	0	-1.0
惊又喜	1	0	-1.0
清洁剂	1	0	-1.0
诺贝尔	1	0	-1.0
坆	1	0	-1.0
雨伞布	1	0	-1.0
皮大哈	1	0	-1.0
胸透	1	0	-1.0
张平化	1	0	-1.0
桑葚	1	0	-1.0
布宜诺斯艾利斯市	1	0	-1.0
蛇身俑	1	0	-1.0
爱江山	1	0	-1.0
犯傻	1	0	-1.0
为时过早	1	0	-1.0
建业	1	0	-1.0
佘	1	0	-1.0
闪射	1	0	-1.0
捣碎	1	0	-1.0
乱哄哄地	1	0	-1.0
唐三彩	1	0	-1.0
华美	1	0	-1.0
主升	1	0	-1.0
四新公社	1	0	-1.0
名车	1	0	-1.0
牙痛	1	0	-1.0
名曰	1	0	-1.0
铁杆	1	0	-1.0
当口	1	0	-1.0
莲花山乡	1	0	-1.0
六彩花	1	0	-1.0
毛诞节	1	0	-1.0
龙猫	1	0	-1.0
谋划	1	0	-1.0
酩酊	1	0	-1.0
超期	1	0	-1.0
小鬼子	1	0	-1.0
参赞	1	0	-1.0
妃子	1	0	-1.0
军令牌	1	0	-1.0
狱外	1	0	-1.0
石砌	1	0	-1.0
一盘散沙	1	0	-1.0
调料品	1	0	-1.0
换气	1	0	-1.0
牛渚矶	1	0	-1.0
偷税	1	0	-1.0
朝日	1	0	-1.0
一哄而上	1	0	-1.0
苦螺羹	1	0	-1.0
头亮	1	0	-1.0
普快	1	0	-1.0
文化宫	1	0	-1.0
亮贼亮	1	0	-1.0
开门娇	1	0	-1.0
崇圣寺	1	0	-1.0
赤龙掷	1	0	-1.0
关雎尔站	1	0	-1.0
周杰伦	1	0	-1.0
强身健体	1	0	-1.0
捏扁	1	0	-1.0
低烧	1	0	-1.0
黑豆豆	1	0	-1.0
出山乡	1	0	-1.0
寒凛	1	0	-1.0
牛肉粉	1	0	-1.0
武官	1	0	-1.0
鲤鱼打挺	1	0	-1.0
硬劝	1	0	-1.0
摄制组	1	0	-1.0
先天	1	0	-1.0
玉米粥	1	0	-1.0
转车	1	0	-1.0
成脏	1	0	-1.0
七八千	1	0	-1.0
鸣不平	1	0	-1.0
干妈	1	0	-1.0
权充	1	0	-1.0
树辨	1	0	-1.0
歌剧	1	0	-1.0
培	1	0	-1.0
瞒住	1	0	-1.0
野苋菜	1	0	-1.0
高高架	1	0	-1.0
自然科学	1	0	-1.0
掌灯	1	0	-1.0
严禁	1	0	-1.0
姚江	1	0	-1.0
土瓦盘	1	0	-1.0
笨人	1	0	-1.0
黑红	1	0	-1.0
审苦	1	0	-1.0
依稀似	1	0	-1.0
钻心	1	0	-1.0
体弱多病	1	0	-1.0
白萍	1	0	-1.0
缺氧	1	0	-1.0
囫囵吞枣	1	0	-1.0
食果子	1	0	-1.0
泼面	1	0	-1.0
造物	1	0	-1.0
晚饭桌	1	0	-1.0
练武	1	0	-1.0
研制	1	0	-1.0
福中不知	1	0	-1.0
钢铁长城	1	0	-1.0
丹桂	1	0	-1.0
堂彩	1	0	-1.0
历史学	1	0	-1.0
灰茫	1	0	-1.0
小霞	1	0	-1.0
荒丘孤岭	1	0	-1.0
占山	1	0	-1.0
霞浦	1	0	-1.0
心怀王	1	0	-1.0
公文	1	0	-1.0
误诊	1	0	-1.0
散块	1	0	-1.0
土磁杯	1	0	-1.0
雀鸟	1	0	-1.0
锦绣前程	1	0	-1.0
果农	1	0	-1.0
裂胆	1	0	-1.0
王藏马	1	0	-1.0
青龙峡	1	0	-1.0
开火	1	0	-1.0
炒肉丝	1	0	-1.0
继女	1	0	-1.0
荒效	1	0	-1.0
清安	1	0	-1.0
分金亭	1	0	-1.0
铁皮	1	0	-1.0
手指点	1	0	-1.0
骄人	1	0	-1.0
煽动	1	0	-1.0
不失为	1	0	-1.0
通今	1	0	-1.0
狼象	1	0	-1.0
榨油	1	0	-1.0
动面	1	0	-1.0
江长青	1	0	-1.0
冤而怨	1	0	-1.0
瓣蒜	1	0	-1.0
产乳	1	0	-1.0
罗格	1	0	-1.0
汗卖力	1	0	-1.0
竹排	1	0	-1.0
腿面	1	0	-1.0
超轻	1	0	-1.0
北京城	1	0	-1.0
吠声	1	0	-1.0
好几首	1	0	-1.0
绿茵场	1	0	-1.0
荆穆	1	0	-1.0
子房湖	1	0	-1.0
机械人	1	0	-1.0
仇人	1	0	-1.0
畅通无阻	1	0	-1.0
木纹	1	0	-1.0
阵营	1	0	-1.0
理发部	1	0	-1.0
源远流长	1	0	-1.0
自虐	1	0	-1.0
骨质	1	0	-1.0
老叔	1	0	-1.0
令箭	1	0	-1.0
昏昏欲睡	1	0	-1.0
孟郊	1	0	-1.0
小逼	1	0	-1.0
菜味道	1	0	-1.0
酒释	1	0	-1.0
淡糟	1	0	-1.0
道貌	1	0	-1.0
忙点	1	0	-1.0
天地玄机	1	0	-1.0
牛棚	1	0	-1.0
踹门	1	0	-1.0
发愤	1	0	-1.0
弹唱声	1	0	-1.0
百良	1	0	-1.0
方山	1	0	-1.0
通商	1	0	-1.0
虚伪人	1	0	-1.0
海瑞孝	1	0	-1.0
中行	1	0	-1.0
放鞭	1	0	-1.0
无志站	1	0	-1.0
快睡	1	0	-1.0
抹眼角	1	0	-1.0
鞋油	1	0	-1.0
自愧不如	1	0	-1.0
军事家	1	0	-1.0
蒋寒嚷	1	0	-1.0
铁壳	1	0	-1.0
金陵	1	0	-1.0
清源	1	0	-1.0
空想家	1	0	-1.0
时间差	1	0	-1.0
忘恩	1	0	-1.0
升迁	1	0	-1.0
章送	1	0	-1.0
遮阳板	1	0	-1.0
根器	1	0	-1.0
双反	1	0	-1.0
藏面	1	0	-1.0
普救寺	1	0	-1.0
靠岸	1	0	-1.0
个体会	1	0	-1.0
徐大伯	1	0	-1.0
萝卜章	1	0	-1.0
霉变	1	0	-1.0
修持	1	0	-1.0
超量	1	0	-1.0
生产带	1	0	-1.0
北齐	1	0	-1.0
胶原蛋白	1	0	-1.0
永听	1	0	-1.0
老邱	1	0	-1.0
施工队	1	0	-1.0
结老垢	1	0	-1.0
下半生	1	0	-1.0
纸板	1	0	-1.0
练嗓	1	0	-1.0
坟边	1	0	-1.0
摸底	1	0	-1.0
笑法	1	0	-1.0
昌宁	1	0	-1.0
皮凉	1	0	-1.0
悲普度众生	1	0	-1.0
绘声绘色	1	0	-1.0
黄莺强	1	0	-1.0
岔沟口	1	0	-1.0
永继	1	0	-1.0
目击者	1	0	-1.0
董必武	1	0	-1.0
狮子罗	1	0	-1.0
卫灵公	1	0	-1.0
一怒之下	1	0	-1.0
端到老	1	0	-1.0
大雅堂	1	0	-1.0
县职	1	0	-1.0
兼而有之	1	0	-1.0
尺寸	1	0	-1.0
百科	1	0	-1.0
老妈直	1	0	-1.0
常流	1	0	-1.0
吃三餐	1	0	-1.0
辨辨	1	0	-1.0
正峰	1	0	-1.0
离馆	1	0	-1.0
直瞌睡	1	0	-1.0
尊奉	1	0	-1.0
露地	1	0	-1.0
杖跳	1	0	-1.0
信攒	1	0	-1.0
暗忖	1	0	-1.0
挨妈	1	0	-1.0
测定	1	0	-1.0
联合会	1	0	-1.0
葫芦丘	1	0	-1.0
崎髻山	1	0	-1.0
贫富贵	1	0	-1.0
瞧得起	1	0	-1.0
私访	1	0	-1.0
汗布	1	0	-1.0
查书	1	0	-1.0
董狐	1	0	-1.0
场部	1	0	-1.0
事业主	1	0	-1.0
嗥	1	0	-1.0
年事已高	1	0	-1.0
话梅	1	0	-1.0
冰房	1	0	-1.0
惊慌无措	1	0	-1.0
工时	1	0	-1.0
安民	1	0	-1.0
废话流	1	0	-1.0
夺命	1	0	-1.0
五年计划	1	0	-1.0
电邮里	1	0	-1.0
政九	1	0	-1.0
栖灵塔	1	0	-1.0
闻风	1	0	-1.0
酸甜可口	1	0	-1.0
受怕	1	0	-1.0
灰狗	1	0	-1.0
运载	1	0	-1.0
原味	1	0	-1.0
如坐针毡	1	0	-1.0
黑刺	1	0	-1.0
樟林	1	0	-1.0
播音人	1	0	-1.0
挤牙膏	1	0	-1.0
爆料	1	0	-1.0
直拉	1	0	-1.0
金镯子	1	0	-1.0
追根溯源	1	0	-1.0
偏宠	1	0	-1.0
萧何	1	0	-1.0
公守法	1	0	-1.0
炮息	1	0	-1.0
漂荡	1	0	-1.0
捏棍棒	1	0	-1.0
门外头	1	0	-1.0
对阵	1	0	-1.0
李剑家	1	0	-1.0
威仪	1	0	-1.0
百货商店	1	0	-1.0
大烟	1	0	-1.0
新近	1	0	-1.0
千千万	1	0	-1.0
痴人	1	0	-1.0
刊登	1	0	-1.0
民末清初	1	0	-1.0
武装部	1	0	-1.0
智逼	1	0	-1.0
成虫	1	0	-1.0
客气气	1	0	-1.0
罗敷有夫	1	0	-1.0
灰雀	1	0	-1.0
勾动	1	0	-1.0
胡杨树	1	0	-1.0
正直状	1	0	-1.0
娘喊	1	0	-1.0
无往不前	1	0	-1.0
建设路	1	0	-1.0
讲义	1	0	-1.0
岚冤枉	1	0	-1.0
猪蹄	1	0	-1.0
狐鼠	1	0	-1.0
比索	1	0	-1.0
哇噻	1	0	-1.0
呼哨	1	0	-1.0
蝗虫	1	0	-1.0
楚襄王	1	0	-1.0
受益匪浅	1	0	-1.0
药铺	1	0	-1.0
东门外	1	0	-1.0
皮草	1	0	-1.0
免征	1	0	-1.0
附耳	1	0	-1.0
翻老	1	0	-1.0
奔跑者	1	0	-1.0
庵门	1	0	-1.0
世凯	1	0	-1.0
复课	1	0	-1.0
有口福	1	0	-1.0
长老	1	0	-1.0
卜蜂	1	0	-1.0
神经质	1	0	-1.0
长剑	1	0	-1.0
以理	1	0	-1.0
带头人	1	0	-1.0
情除	1	0	-1.0
岛愈	1	0	-1.0
前蹄	1	0	-1.0
权益	1	0	-1.0
红汤面	1	0	-1.0
响当当	1	0	-1.0
设限	1	0	-1.0
益友	1	0	-1.0
宝书	1	0	-1.0
梁祝	1	0	-1.0
呜呜呜呜	1	0	-1.0
轻佻	1	0	-1.0
狼毛	1	0	-1.0
昌黎	1	0	-1.0
作词	1	0	-1.0
煤气味	1	0	-1.0
污渍	1	0	-1.0
推拿	1	0	-1.0
何德	1	0	-1.0
新背	1	0	-1.0
贼寇	1	0	-1.0
祭荤灶	1	0	-1.0
一清二白	1	0	-1.0
夷为平地	1	0	-1.0
凤翔	1	0	-1.0
洪振海	1	0	-1.0
赌性	1	0	-1.0
审讯	1	0	-1.0
电跑	1	0	-1.0
白粉	1	0	-1.0
全名	1	0	-1.0
副教导	1	0	-1.0
胖形	1	0	-1.0
色空	1	0	-1.0
不求甚解	1	0	-1.0
见外	1	0	-1.0
费文	1	0	-1.0
义尽仁	1	0	-1.0
黑黝黝	1	0	-1.0
法律石	1	0	-1.0
法币	1	0	-1.0
考六	1	0	-1.0
神仙无计施	1	0	-1.0
受盛	1	0	-1.0
豆香	1	0	-1.0
相娘	1	0	-1.0
东广带	1	0	-1.0
一笑而止	1	0	-1.0
六十几	1	0	-1.0
询价	1	0	-1.0
究竞	1	0	-1.0
校跟	1	0	-1.0
人父	1	0	-1.0
萧杀	1	0	-1.0
水沸	1	0	-1.0
繁	1	0	-1.0
何阳	1	0	-1.0
羊奶子	1	0	-1.0
蟠结	1	0	-1.0
窗纸	1	0	-1.0
洞牛仔	1	0	-1.0
自考时	1	0	-1.0
吓醒	1	0	-1.0
峥铁骨	1	0	-1.0
要不我饭	1	0	-1.0
粗绳	1	0	-1.0
梁立柱	1	0	-1.0
公粮	1	0	-1.0
偷鸡	1	0	-1.0
松蘑	1	0	-1.0
横贯	1	0	-1.0
溘然长逝	1	0	-1.0
搿	1	0	-1.0
来年生	1	0	-1.0
弱智话	1	0	-1.0
拨付	1	0	-1.0
卫兵	1	0	-1.0
拉后腿	1	0	-1.0
蕾丝	1	0	-1.0
乌云蔽天	1	0	-1.0
里子	1	0	-1.0
增广贤文	1	0	-1.0
那幅	1	0	-1.0
总称	1	0	-1.0
余额	1	0	-1.0
注备	1	0	-1.0
热火	1	0	-1.0
发奋	1	0	-1.0
铁管	1	0	-1.0
界线	1	0	-1.0
目不转睛	1	0	-1.0
鼓捣	1	0	-1.0
欠款	1	0	-1.0
大印	1	0	-1.0
黄埔	1	0	-1.0
事无巨细	1	0	-1.0
敌退	1	0	-1.0
美人关	1	0	-1.0
镊子	1	0	-1.0
细嚼慢咽	1	0	-1.0
挑挑	1	0	-1.0
增大	1	0	-1.0
口菜	1	0	-1.0
入狱	1	0	-1.0
蒙圈	1	0	-1.0
白茅草	1	0	-1.0
小字辈	1	0	-1.0
残墙	1	0	-1.0
灌汤包	1	0	-1.0
年下	1	0	-1.0
纸扎	1	0	-1.0
洋刀	1	0	-1.0
头昏脑涨	1	0	-1.0
谭永山	1	0	-1.0
流油	1	0	-1.0
富甲一方	1	0	-1.0
起意	1	0	-1.0
犹怜	1	0	-1.0
望眼	1	0	-1.0
避风	1	0	-1.0
施入	1	0	-1.0
探寻真	1	0	-1.0
斋堂	1	0	-1.0
省辖市	1	0	-1.0
三棱锥状	1	0	-1.0
米兰	1	0	-1.0
钓具	1	0	-1.0
大爱	1	0	-1.0
柔情似水	1	0	-1.0
蜡黄	1	0	-1.0
痴缠	1	0	-1.0
译文	1	0	-1.0
世情	1	0	-1.0
开矿	1	0	-1.0
陈义	1	0	-1.0
柏枝	1	0	-1.0
讨上司	1	0	-1.0
痛压	1	0	-1.0
冷水道	1	0	-1.0
满血复活	1	0	-1.0
久经	1	0	-1.0
放素菜	1	0	-1.0
比尔	1	0	-1.0
附和声	1	0	-1.0
甩手掌柜	1	0	-1.0
哄骗	1	0	-1.0
吴京	1	0	-1.0
政论	1	0	-1.0
弯弯曲曲	1	0	-1.0
羊腿	1	0	-1.0
上人	1	0	-1.0
严父	1	0	-1.0
豆瓣	1	0	-1.0
气息奄奄	1	0	-1.0
武定	1	0	-1.0
猪体	1	0	-1.0
居功	1	0	-1.0
败家娘	1	0	-1.0
二分无赖	1	0	-1.0
量力	1	0	-1.0
呲	1	0	-1.0
加拿大	1	0	-1.0
桑拿	1	0	-1.0
打梆子	1	0	-1.0
龠禾	1	0	-1.0
猫崽	1	0	-1.0
红发	1	0	-1.0
帝下怀	1	0	-1.0
积劳成疾	1	0	-1.0
真命	1	0	-1.0
人心惶惶	1	0	-1.0
边线	1	0	-1.0
纵身而上	1	0	-1.0
光复	1	0	-1.0
全日制	1	0	-1.0
混混沌沌	1	0	-1.0
周原	1	0	-1.0
跟前夫	1	0	-1.0
死龙	1	0	-1.0
撤资	1	0	-1.0
公输班	1	0	-1.0
朱丽矫	1	0	-1.0
自赏	1	0	-1.0
相亲回	1	0	-1.0
鲠	1	0	-1.0
本周	1	0	-1.0
一转凉	1	0	-1.0
舅父	1	0	-1.0
雷锋	1	0	-1.0
发形不说	1	0	-1.0
门源县	1	0	-1.0
花市	1	0	-1.0
倒眉塌眼	1	0	-1.0
前人栽树	1	0	-1.0
齐集	1	0	-1.0
团境	1	0	-1.0
发烧友	1	0	-1.0
释迦	1	0	-1.0
母饼	1	0	-1.0
五泄流泉	1	0	-1.0
打滚儿	1	0	-1.0
假正经	1	0	-1.0
酱鸡	1	0	-1.0
彩漆	1	0	-1.0
年报	1	0	-1.0
超龄生	1	0	-1.0
闽侯	1	0	-1.0
懒货	1	0	-1.0
意态	1	0	-1.0
情景交融	1	0	-1.0
七大姨八大姑	1	0	-1.0
官哄	1	0	-1.0
溶进	1	0	-1.0
毅然决然	1	0	-1.0
霍城	1	0	-1.0
放床	1	0	-1.0
孤立无援	1	0	-1.0
从不言弃	1	0	-1.0
天真聪慧	1	0	-1.0
自话	1	0	-1.0
游逛	1	0	-1.0
素食主义者	1	0	-1.0
厢里塞	1	0	-1.0
愿景	1	0	-1.0
齐国	1	0	-1.0
工程兵	1	0	-1.0
延数	1	0	-1.0
飚车	1	0	-1.0
信号灯	1	0	-1.0
广口瓶	1	0	-1.0
捣鼓	1	0	-1.0
茶喝	1	0	-1.0
军体拳	1	0	-1.0
淋病	1	0	-1.0
常委	1	0	-1.0
武林秘笈	1	0	-1.0
听觉	1	0	-1.0
志愿军	1	0	-1.0
炸掉	1	0	-1.0
明玉拉	1	0	-1.0
亚运会	1	0	-1.0
鸟毛	1	0	-1.0
小势单	1	0	-1.0
提岀	1	0	-1.0
一九九零年	1	0	-1.0
同门	1	0	-1.0
没底	1	0	-1.0
脚根	1	0	-1.0
围子	1	0	-1.0
转眼见	1	0	-1.0
死路一条	1	0	-1.0
转滚	1	0	-1.0
小龙虾	1	0	-1.0
边诉	1	0	-1.0
杉树	1	0	-1.0
高宗	1	0	-1.0
蛇音	1	0	-1.0
漫无目	1	0	-1.0
朱丽母	1	0	-1.0
康复院	1	0	-1.0
案犯	1	0	-1.0
御玺	1	0	-1.0
有所以	1	0	-1.0
练兵	1	0	-1.0
被套	1	0	-1.0
普桑	1	0	-1.0
逃课	1	0	-1.0
亲迎	1	0	-1.0
净净	1	0	-1.0
能源	1	0	-1.0
报号	1	0	-1.0
公告	1	0	-1.0
活闹鬼	1	0	-1.0
沁园春雪	1	0	-1.0
噎噎咽咽	1	0	-1.0
大橱	1	0	-1.0
塔尖	1	0	-1.0
八十四	1	0	-1.0
寡淡感	1	0	-1.0
亚平伸	1	0	-1.0
比比	1	0	-1.0
身擦	1	0	-1.0
细缝	1	0	-1.0
伤残	1	0	-1.0
水势	1	0	-1.0
鼓岭	1	0	-1.0
大龙湫	1	0	-1.0
朱丽爽	1	0	-1.0
饶命	1	0	-1.0
偎红	1	0	-1.0
临场	1	0	-1.0
元洪	1	0	-1.0
急冲冲	1	0	-1.0
和盘	1	0	-1.0
尊崇	1	0	-1.0
叫住	1	0	-1.0
小光	1	0	-1.0
客户量	1	0	-1.0
该书	1	0	-1.0
有客	1	0	-1.0
荒落	1	0	-1.0
马大	1	0	-1.0
夹子夹	1	0	-1.0
潘恩	1	0	-1.0
金山卫镇	1	0	-1.0
平价	1	0	-1.0
打手	1	0	-1.0
电子流	1	0	-1.0
螳螂俗	1	0	-1.0
断头台	1	0	-1.0
独当一面	1	0	-1.0
西北郊	1	0	-1.0
强不时	1	0	-1.0
小康康	1	0	-1.0
肖发	1	0	-1.0
批件	1	0	-1.0
张杰	1	0	-1.0
搓手	1	0	-1.0
思淫欲	1	0	-1.0
妙手	1	0	-1.0
机巧	1	0	-1.0
回徊	1	0	-1.0
延持	1	0	-1.0
见故人	1	0	-1.0
可拔	1	0	-1.0
新疆人	1	0	-1.0
独生女	1	0	-1.0
暖哄哄	1	0	-1.0
酒场	1	0	-1.0
扇子装	1	0	-1.0
公推	1	0	-1.0
眼镜儿	1	0	-1.0
欢欢急	1	0	-1.0
真纯	1	0	-1.0
枝儿	1	0	-1.0
夜猫	1	0	-1.0
当之无愧	1	0	-1.0
地坪炸	1	0	-1.0
藏蓝色	1	0	-1.0
要挟	1	0	-1.0
葱叶	1	0	-1.0
汹猛	1	0	-1.0
贫贱富贵	1	0	-1.0
赶巧	1	0	-1.0
伙别	1	0	-1.0
新街市	1	0	-1.0
西界	1	0	-1.0
大成门	1	0	-1.0
宝生	1	0	-1.0
三民巷	1	0	-1.0
大白菜	1	0	-1.0
哥长	1	0	-1.0
扎扎实实	1	0	-1.0
木活	1	0	-1.0
观音洞	1	0	-1.0
作螟	1	0	-1.0
吴玥帮	1	0	-1.0
朱丽矮	1	0	-1.0
刃	1	0	-1.0
莹白	1	0	-1.0
薄厚	1	0	-1.0
媒妁	1	0	-1.0
小队	1	0	-1.0
尸烟	1	0	-1.0
木箱子	1	0	-1.0
踏秋蹬	1	0	-1.0
人有旦夕祸福	1	0	-1.0
商州	1	0	-1.0
蓝村	1	0	-1.0
骨瘦如柴	1	0	-1.0
丧宴厅	1	0	-1.0
奔四化	1	0	-1.0
过态	1	0	-1.0
名伶	1	0	-1.0
联排	1	0	-1.0
解暑	1	0	-1.0
附设	1	0	-1.0
岳飞岳	1	0	-1.0
副总	1	0	-1.0
乐趣儿	1	0	-1.0
达线率	1	0	-1.0
鹅笼	1	0	-1.0
返朴	1	0	-1.0
小狗仔	1	0	-1.0
黑虫	1	0	-1.0
飘起缕缕	1	0	-1.0
相生	1	0	-1.0
收缴	1	0	-1.0
王问	1	0	-1.0
水车	1	0	-1.0
白拿菜	1	0	-1.0
十九年	1	0	-1.0
西饼店	1	0	-1.0
老死病死	1	0	-1.0
喧	1	0	-1.0
猪笼	1	0	-1.0
娘办	1	0	-1.0
月怕	1	0	-1.0
遇害	1	0	-1.0
整合	1	0	-1.0
朱紫贵	1	0	-1.0
张发言	1	0	-1.0
白衣卿	1	0	-1.0
定造	1	0	-1.0
别装傻	1	0	-1.0
修修	1	0	-1.0
熔炉	1	0	-1.0
奇彩	1	0	-1.0
唱诵	1	0	-1.0
老高的	1	0	-1.0
论证	1	0	-1.0
碳火	1	0	-1.0
谋财害命	1	0	-1.0
七百三十	1	0	-1.0
站长	1	0	-1.0
万缘	1	0	-1.0
诸法	1	0	-1.0
录像机	1	0	-1.0
循线	1	0	-1.0
细皮嫩肉	1	0	-1.0
包兰线	1	0	-1.0
荆	1	0	-1.0
爱将	1	0	-1.0
省公报室	1	0	-1.0
铁链	1	0	-1.0
原型	1	0	-1.0
风顺	1	0	-1.0
深褐色	1	0	-1.0
哄来哄	1	0	-1.0
丽鹃心	1	0	-1.0
私宅	1	0	-1.0
步换	1	0	-1.0
欺诈	1	0	-1.0
国务委员	1	0	-1.0
百忙之中	1	0	-1.0
老院儿	1	0	-1.0
瘦弱不堪	1	0	-1.0
水果刀	1	0	-1.0
厚厚实实	1	0	-1.0
多重	1	0	-1.0
形秽	1	0	-1.0
丈余	1	0	-1.0
灰姑娘	1	0	-1.0
梳落	1	0	-1.0
人流量	1	0	-1.0
海关	1	0	-1.0
挡子	1	0	-1.0
北岛	1	0	-1.0
费尽周折	1	0	-1.0
罐子鸡汤	1	0	-1.0
半瞑呷	1	0	-1.0
太武	1	0	-1.0
赏析会	1	0	-1.0
总的来说	1	0	-1.0
零卖	1	0	-1.0
风神	1	0	-1.0
来世	1	0	-1.0
一九三六年	1	0	-1.0
你家人	1	0	-1.0
主志	1	0	-1.0
杨森	1	0	-1.0
白婶子	1	0	-1.0
抢下	1	0	-1.0
可敌国	1	0	-1.0
白花遍	1	0	-1.0
黄鱼	1	0	-1.0
金箍棒	1	0	-1.0
小玉成	1	0	-1.0
大卡	1	0	-1.0
传奇式	1	0	-1.0
高台	1	0	-1.0
行为者	1	0	-1.0
吉恩提	1	0	-1.0
啧啧有声	1	0	-1.0
哪般	1	0	-1.0
贪嗔	1	0	-1.0
孕随	1	0	-1.0
冬妹	1	0	-1.0
官帽椅	1	0	-1.0
绣花	1	0	-1.0
莫不是	1	0	-1.0
水道	1	0	-1.0
说樊	1	0	-1.0
漏网	1	0	-1.0
层高	1	0	-1.0
战前	1	0	-1.0
驾鹤西	1	0	-1.0
抚育	1	0	-1.0
瑶寨	1	0	-1.0
宁静致远	1	0	-1.0
乱吻	1	0	-1.0
释念	1	0	-1.0
神童	1	0	-1.0
刀切	1	0	-1.0
膀圆	1	0	-1.0
眼瘾	1	0	-1.0
镇坪	1	0	-1.0
挂靠	1	0	-1.0
保洁工	1	0	-1.0
夜游	1	0	-1.0
隔间	1	0	-1.0
隐真	1	0	-1.0
元巷	1	0	-1.0
麻棕色	1	0	-1.0
佝	1	0	-1.0
交易所	1	0	-1.0
犹太人	1	0	-1.0
发髻	1	0	-1.0
展柜	1	0	-1.0
阐明	1	0	-1.0
脏乱不堪	1	0	-1.0
邀功	1	0	-1.0
善类	1	0	-1.0
晒场	1	0	-1.0
小盘	1	0	-1.0
友声	1	0	-1.0
洞口处	1	0	-1.0
打转转	1	0	-1.0
麻将馆	1	0	-1.0
张掖	1	0	-1.0
浓妆	1	0	-1.0
闲谝	1	0	-1.0
礼赞	1	0	-1.0
百分之九十九点九九	1	0	-1.0
抢夺	1	0	-1.0
林红梅学	1	0	-1.0
一线生机	1	0	-1.0
记录者	1	0	-1.0
斋月	1	0	-1.0
克己奉公	1	0	-1.0
白袍	1	0	-1.0
考量	1	0	-1.0
夹角	1	0	-1.0
白糖	1	0	-1.0
中西	1	0	-1.0
此河	1	0	-1.0
渭南	1	0	-1.0
旭日	1	0	-1.0
麦克林治	1	0	-1.0
奸相	1	0	-1.0
无羁	1	0	-1.0
嬴	1	0	-1.0
授勋	1	0	-1.0
风直	1	0	-1.0
太白临风	1	0	-1.0
篇篇	1	0	-1.0
勤学不辍	1	0	-1.0
四洲	1	0	-1.0
妇孺会	1	0	-1.0
尬	1	0	-1.0
僧道	1	0	-1.0
瞧见	1	0	-1.0
亨利	1	0	-1.0
潭底	1	0	-1.0
紫菜头	1	0	-1.0
里侧	1	0	-1.0
取土	1	0	-1.0
闯王	1	0	-1.0
侯列传	1	0	-1.0
木桃	1	0	-1.0
呼噜	1	0	-1.0
毒舌	1	0	-1.0
庭苑	1	0	-1.0
运费	1	0	-1.0
德胜	1	0	-1.0
托腮	1	0	-1.0
泊岸	1	0	-1.0
皇天	1	0	-1.0
小家油	1	0	-1.0
马脚	1	0	-1.0
大有人在	1	0	-1.0
虎妹	1	0	-1.0
譬如说	1	0	-1.0
鱼性	1	0	-1.0
虎父犬子	1	0	-1.0
林同济	1	0	-1.0
始皇封	1	0	-1.0
悻	1	0	-1.0
门诊室	1	0	-1.0
天下刖者	1	0	-1.0
搜集	1	0	-1.0
柳钧接	1	0	-1.0
李林点	1	0	-1.0
阿剑	1	0	-1.0
韵母	1	0	-1.0
壑	1	0	-1.0
开有	1	0	-1.0
亚平犹豫	1	0	-1.0
关停并转	1	0	-1.0
搁丽	1	0	-1.0
采土	1	0	-1.0
