HGJ_level_1.1_Word	HGJ_level_1.2_Word	HGJ_level_1.3_Word	HGJ_level_2_Word	HGJ_level_3_Word	HGJ_level_4_Word		
			模范	精神病			
			模仿	精髓			
			模糊	精通			
			模式	精细			
			模特儿	精心			
			模型	精英			
			膜	精致			
			摩擦（磨擦）	颈部			
			摩托	景观			
			磨	景区			
			魔术	警车			
			末	警官			
			没收	警惕			
			墨水	净化			
			默默	竞技			
			模样	竞选			
			母	竟			
			母鸡	敬			
			母女	敬爱			
			母子	敬佩			
			木	敬业			
			目光	敬意			
			墓	静止			
			拿出	境地			
			拿到	境界			
			拿走	纠缠			
			哪怕	酒精			
			哪个	酒楼			
			纳税	酒水			
			哪	救护车			
			奶茶	救济			
			奶粉	救治			
			奶牛	就餐			
			耐心	就地			
			男女	就读			
			男性	就近			
			南北	就任			
			南极	就医			
			难得	就诊			
			难看	就职			
			难免	就坐			
			难题	舅舅			
			难听	拘留			
			难忘	拘束			
			难以	居民楼 			
			脑袋	局部			
			闹	局势			
			闹钟	局限			
			内部	菊花			
			内地	橘子			
			内科	沮丧			
			内外	举报			
			内衣	举措			
			内在	举例			
			能不能	举止			
			能否	举重			
			能干	巨额			
			能量	巨人			
			泥	巨头			
			年度	巨星			
			年龄	巨型			
			年前	剧烈			
			宁静	剧目			
			牛	剧团			
			牛仔裤	剧院			
			扭	剧组			
			农产品	据此			
			浓	据悉			
			女性	距			
			暖	聚集			
			暖气	捐献			
			偶尔	卷入			
			偶然	卷子			
			偶像	圈			
			拍摄	决议			
			拍照	绝招			
			排除	倔强			
			排行榜	崛起			
			排列	爵士			
			派出	倔			
			盘	军官			
			盘子	均衡			
			判	均匀			
			盼望	君子			
			旁	俊			
			胖	俊俏			
			胖子	竣工			
			跑步	卡车			
			泡	卡片			
			炮	卡通			
			陪	开办			
			陪同	开采			
			培训	开场			
			培训班	开除			
			培养	开动			
			培育	开发区			
			赔	开发商			
			赔偿	开工			
			配备	开垦			
			配套	开口			
			配置	开阔			
			喷	开朗			
			盆	开辟			
			批	开启			
			批	开枪			
			披	开头			
			皮肤	开拓			
			皮球	开销			
			啤酒	开张			
			脾气	凯哥			
			匹	刊登			
			偏	刊物			
			偏	看护			
			片面	勘探			
			骗	堪称			
			骗子	砍			
			票价	看得出			
			拼	看热闹			
			贫困	看台			
			频道	看样子			
			频繁	看中			
			品	看重			
			品（工艺品）	慷慨			
			品牌	扛			
			品质	抗衡			
			品种	抗拒			
			聘请	抗生素			
			平凡	考量			
			平方	烤			
			平方米	烤肉			
			平衡	烤鸭			
			平静	苛刻			
			平均	科目			
			平台	科普			
			平坦	磕			
			平稳	壳			
			平原	咳嗽			
			评	可悲			
			评估	可不是			
			评论	可耻			
			评选	可观			
			苹果	可贵			
			凭	可口			
			屏幕	可谓			
			坡	可恶			
			泼	可笑			
			迫切	可信			
			破产	可行			
			扑	可疑			
			铺	克隆			
			葡萄	克制			
			葡萄酒	刻苦			
			妻子	刻意			
			期待	客房			
			期间	客机			
			期望	客流			
			期限	客运			
			欺负	恳求			
			齐全	啃			
			其	坑			
			其余	空前			
			奇迹	空虚			
			奇妙	恐怖			
			企图	恐吓			
			企业	恐慌			
			启动	恐惧			
			启发	恐龙			
			启事	空白			
			起到	空地			
			起点	空隙			
			起码	抠			
			起诉	口碑			
			气氛	口才			
			气球	口感			
			气体	口径			
			气象	口气			
			汽水	口腔			
			汽油	口哨			
			器官	口水			
			卡	口头			
			卡子	口味			
			恰当	口香糖			
			恰好	口音			
			恰恰	口罩儿			
			千克	口子			
			牵	扣除			
			铅笔	扣押			
			谦虚	枯燥			
			签	哭泣			
			签	窟窿			
			签订	苦难			
			签名	苦恼			
			签约	苦笑			
			签证	夸			
			签字	夸大			
			前方	夸张			
			前景	垮			
			前来	挎			
			前年	跨国			
			前提	跨越			
			前头	快递			
			前途	快捷			
			潜力	宽敞			
			浅	宽度			
			欠	宽容			
			枪	宽恕			
			强盗	宽松			
			强度	款式			
			强化	筐			
			强势	狂欢			
			强壮	狂欢节			
			墙壁	狂热			
			墙上	旷课			
			抢	况且			
			抢救	框			
			强迫	亏损			
			悄悄	昆虫			
			敲	捆			
			敲门	困惑			
			桥梁	困境			
			瞧	扩			
			巧	扩建			
			巧克力	扩散			
			巧妙	扩张			
			切	括弧			
			茄子	拉动			
			切实	拉拉队			
			侵犯	拉拢			
			亲爱	拉锁			
			亲密	喇叭			
			亲属	腊月			
			亲眼	蜡			
			琴	蜡烛			
			勤奋	辣椒			
			青	来宾			
			青春	来电			
			青年人	来访			
			轻松	来回			
			轻易	来历			
			倾向	来临			
			清	来年			
			清晨	来源于			
			清洁	拦			
			清洁工	栏			
			清理	栏杆			
			清明节	蓝图			
			清洗	揽			
			清醒	缆车			
			情节	懒得			
			情景	懒惰			
			情形	滥用			
			情绪	狼			
			晴	朗诵			
			晴朗	浪			
			晴天	捞			
			穷	劳动力			
			穷人	劳务			
			秋季	牢固			
			求职	牢记			
			球拍	牢牢			
			球星	老汉			
			球员	老化			
			区域	老人家			
			趋势	老远			
			渠道	老字号			
			取款	姥姥			
			取款机	姥爷			
			去掉	乐意			
			圈	乐园			
			权	勒			
			权力	雷同			
			权利	累积			
			全部	累计			
			全力	类别			
			全世界	冷酷			
			全新	冷门			
			泉	冷漠			
			劝	冷笑			
			券	冷战			
			缺乏	愣			
			缺陷	离奇			
			却	离职			
			却是	梨			
			确立	黎明			
			确认	礼品			
			群体	礼仪			
			然而	里程碑			
			燃料	理会			
			燃烧	理念			
			染	理事			
			让座	理性			
			绕	力度			
			热点	力求			
			热量	力争			
			热门	历程			
			热闹	历届			
			热水	历经			
			热水器	历来			
			热线	历时			
			热心	立方			
			人间	立方米			
			人力	立交桥 			
			人权	立体			
			人群	立足			
			人士	利害			
			忍	利率			
			忍不住	粒			
			忍受	连绵			
			认	连任			
			认出	连锁			
			认得	连锁店			
			认定	连夜			
			认同	莲子			
			扔	联邦			
			扔掉	联欢			
			仍旧	联网			
			日记	廉价			
			日历	廉洁			
			日夜	廉正			
			日语	廉政			
			融合	炼			
			融入	良			
			如	良心			
			如此	良性			
			如今	凉爽			
			如同	两口子			
			如下	两栖			
			如一	亮点			
			乳制品	亮丽			
			入	亮相			
			入学	谅解			
			软	辽阔			
			软件	疗法			
			若	疗效			
			弱	料到			
			洒	料理			
			塞	列举			
			赛	劣势			
			赛场	劣质			
			三明治	烈士			
			伞	猎犬			
			散	猎人			
			散文	裂缝			
			散	拎			
			散步	邻国			
			丧失	临			
			扫	临床			
			色	临近			
			色彩	淋			
			森林	灵			
			杀	灵感			
			沙漠	灵魂			
			傻	灵敏			
			晒	灵巧			
			山峰	灵通			
			山谷	凌晨			
			山坡	零花钱			
			山区	零件			
			山上	零钱			
			扇	零售			
			闪	领带			
			闪电	领队			
			扇	领会			
			扇子	领军			
			善良	领略			
			善于	领事			
			伤害	领事馆			
			伤口	领土			
			伤亡	领域			
			伤员	溜			
			商标	浏览			
			商城	浏览器			
			商务	留念			
			赏	留神			
			上当	留心			
			上帝	留意			
			上个月	流畅			
			上级	流程			
			上楼	流浪			
			上门	流泪			
			上市	流量			
			上台	流露			
			上下	流入			
			上演	流失			
			上衣	流水			
			上涨	流向			
			烧	流血			
			稍	流域			
			稍微	柳树			
			勺	龙舟			
			舌头	聋			
			蛇	聋子			
			舍不得	笼子			
			舍得	隆重			
			设计师	垄断			
			设施	笼罩			
			设想	搂			
			设置	露面			
			社	炉灶			
			社区	炉子			
			射	录制			
			射击	鹿			
			涉及	路程			
			摄像	路灯			
			摄像机	路况			
			摄影	路面			
			摄影师	路人			
			申请	路途			
			伸	路子			
			身边	露天			
			身材	旅程			
			身份	旅途			
			身高	屡			
			深处	缕			
			深度	履行			
			深厚	率			
			深化	绿灯			
			深深	卵			
			神	乱七八糟			
			神话	掠夺			
			神经	略			
			神秘	伦理			
			神奇	轮廓			
			神情	轮流			
			审查	轮胎			
			甚至	论述			
			升高	论坛			
			升级	论证			
			升值	罗			
			生成	萝卜			
			生活费	螺丝			
			声	裸			
			省钱	裸露			
			圣诞节	落地			
			胜负	落户			
			盛行	落下			
			剩	麻			
			剩下	麻			
			失败	麻木 			
			失望	麻醉			
			失误	马虎			
			失业	马力			
			师父	马桶			
			师傅	码			
			师生	码			
			诗	埋藏			
			诗歌	埋伏			
			诗人	买不起			
			湿	迈			
			十足	迈进			
			时常	脉搏			
			时而	埋怨			
			时光	蛮			
			时机	瞒			
			时节	满怀			
			时时	蔓延			
			时事	漫			
			时装	漫游			
			识	慢性			
			识字	忙活			
			实惠	忙碌			
			实践	盲目			
			实施	茫然			
			实用	茅台			
			拾	茂密			
			食堂	茂盛			
			食欲	冒充			
			使得	冒险			
			使劲	没劲			
			士兵	没说的			
			示范	没完没了			
			市民	没意思			
			市区	没准儿			
			式	玫瑰			
			似的	枚			
			势力	眉毛			
			事后	煤矿			
			事务	煤炭			
			事物	每当			
			事先	每逢			
			试点	美德			
			试卷	美观			
			试题	美化			
			试图	美景			
			视频	美满			
			视为	美妙			
			是否	美人			
			适当	美味			
			释放	魅力			
			收藏	闷			
			收购	门槛			
			收回	门铃			
			收获	闷			
			收集	萌芽			
			收取	盟友			
			收拾	猛烈			
			收养	猛然			
			受益	梦幻			
			手段	弥补			
			手法	弥漫			
			手工	迷惑			
			手里	迷路			
			手术	迷失			
			手套	谜			
			手续费	秘诀			
			手指头	密度			
			守	密集			
			首	蜜			
			首次	蜜蜂			
			首都	棉花			
			首脑	免			
			首席	免不了			
			首相	免除			
			寿司	免疫			
			受不了	勉强			
			受灾	面部			
			售货员	面粉			
			瘦	苗			
			书法	描绘			
			书房	渺小			
			书柜	庙			
			书桌	灭亡			
			叔叔	民办			
			舒适	民俗			
			输出	民用			
			蔬菜	敏捷			
			熟练	敏锐			
			熟悉	名贵			
			暑假	名气			
			鼠	名声			
			数据	名言			
			数码	名著			
			数目	明朗			
			刷	明媚			
			刷牙	明智			
			刷子	命			
			摔	命名			
			摔倒	命题			
			帅	摸索			
			帅哥	模拟			
			率领	磨合			
			率先	磨难			
			双打	磨损			
			双手	蘑菇			
			爽	魔鬼			
			水稻	抹			
			水分	末日			
			水库	陌生			
			水泥	莫非			
			水灾	莫过于			
			税	墨			
			睡眠	默契			
			顺	谋求			
			顺序	谋生			
			说不定	牡丹			
			说法	亩			
			说服	木板			
			说明书	木材			
			说实话	木匠			
			司长	木偶			
			丝	目的地			
			丝毫	目睹			
			私人	目录			
			思考	沐浴露			
			思维	牧场			
			死亡	牧民			
			四处	募捐			
			四周	幕			
			寺	幕后			
			似乎	穆斯林			
			松	拿手			
			松树	哪知道			
			送礼	呐喊			
			送行	纳闷儿			
			搜	纳入			
			搜索	纳税人			
			素质	乃			
			宿舍	乃至			
			塑料	耐			
			塑料袋	男士			
			酸	南瓜			
			酸奶	难处			
			酸甜苦辣	难点			
			算了	难怪			
			算是	难关			
			虽	难堪			
			随后	难为情			
			随手	难以想象			
			随意	脑海			
			随着	脑筋			
			岁数	闹着玩儿			
			岁月	内阁			
			碎	内涵			
			孙女	内幕 			
			孙子	内向			
			损害	内需			
			损失	嫩			
			缩短	能耗			
			缩小	能耐			
			所在	能人			
			锁	能源			
			踏实	尼龙			
			塔	泥土			
			踏	拟			
			台灯	拟定			
			台风	年画			
			台阶	年限			
			台上	年薪			
			抬	年夜饭			
			抬头	年终			
			太空	念书			
			太阳能	年头			
			弹	娘			
			叹气	酿造			
			探索	鸟巢 			
			探讨	尿			
			躺	捏			
			趟	拧			
			掏	凝固			
			逃	凝聚			
			逃跑	拧			
			逃走	宁可			
			桃	宁愿			
			桃花	扭曲			
			桃树	扭头			
			讨厌	扭转			
			套餐	纽带			
			特	纽扣			
			特大	农场			
			特地	农历			
			特定	农作物			
			特快	浓厚			
			特殊	浓缩			
			特性	浓郁			
			特意	奴隶			
			特有	女婿			
			特征	虐待			
			疼痛	挪			
			踢	诺言			
			提倡	哦			
			提供	殴打			
			提交	呕吐			
			提起	趴			
			提升	拍卖			
			提示	拍戏			
			提醒	排斥			
			题材	排放			
			题目	排练			
			体操	牌照			
			体积	派别			
			体检	派遣			
			体力	攀			
			体重	攀升			
			替	盘			
			替代	盘算			
			天才	判处			
			天然	判决			
			天然气	盼			
			天堂	叛逆			
			天文	庞大			
			天下	抛			
			天真	抛开			
			添	抛弃			
			田	刨			
			田径	跑车			
			甜	跑道			
			填	泡沫			
			挑	胚胎			
			挑选	陪伴			
			条约	赔钱			
			调节	佩服			
			调解	配件			
			调皮	配偶			
			挑	配音			
			挑战	喷泉			
			跳水	蓬勃			
			贴	膨胀			
			厅	捧			
			听取	捧场  			
			停留	碰巧			
			停下	碰上			
			挺	碰撞			
			通报	批发			
			通道	批判			
			通红	披露			
			通话	皮带			
			通行	疲惫			
			通讯	疲倦			
			通用	疲劳			
			通知书	脾			
			同	匹配			
			同胞	媲美			
			同行	譬如			
			同期	譬如说			
			同情	片子			
			同一	偏差			
			铜牌	偏见			
			童话	偏僻			
			童年	偏偏			
			统计	偏向			
			统一	偏远			
			统治	篇幅			
			痛快	片段			
			偷	骗人			
			偷偷	漂			
			头发	飘			
			头疼	票房			
			投	拼搏			
			投入	拼命			
			投诉	贫富			
			投资	贫穷			
			透	频率			
			透露	频频			
			透明	品尝			
			突破	品德			
			图案	品位			
			图片	聘			
			图书	聘用			
			徒弟	乒乓球			
			途径	平淡			
			途中	平和			
			土	平价			
			土地	平面			
			土豆	平民			
			吐	平日			
			吐	平息			
			兔	评定			
			团队	评论员			
			团长	评判			
			推迟	评审			
			推出	评委			
			推销	凭借			
			推行	凭着			
			退票	凭证			
			吞	瓶颈			
			拖	颇			
			拖鞋	迫害			
			脱	迫使			
			脱离	破案			
			挖	破解			
			娃娃	破旧			
			袜子	破裂			
			哇	破灭			
			外币	破碎			
			外部	魄力			
			外出	扑克			
			外观	铺路			
			外汇	朴实			
			外交官	朴素			
			外界	普通人			
			外科	谱			
			外来	瀑布			
			外头	凄凉			
			外衣	期盼			
			外资	欺骗			
			弯	欺诈			
			弯曲	漆			
			完了	其后			
			顽皮	其间			
			顽强	奇特			
			晚餐	歧视			
			晚点	祈祷			
			王	棋			
			王后	旗帜			
			王子	乞丐			
			网吧	乞求			
			网页	乞讨			
			网址	启迪			
			往后	启蒙			
			往来	启示			
			往年	起草			
			望见	启程			
			威胁	起初			
			微波炉	起伏			
			微笑	起源			
			为难	气愤			
			为期	气管			
			为止	气馁			
			为主	气派			
			违法	气泡			
			违反	气魄			
			违规	气势			
			围巾	气味			
			围绕	气息			
			唯一	气质			
			维持	迄今			
			维护	契机			
			维生素	契约			
			维修	器材			
			尾巴	器械			
			委托	掐			
			卫生间	洽谈			
			为此	恰巧			
			为何	千变万化			
			未必	千方百计			
			未来	迁			
			位于	迁移			
			位置	牵扯			
			味儿	牵挂			
			胃	牵涉			
			喂	牵头			
			喂	铅			
			慰问	谦逊			
			温和	签署			
			文艺	前辈			
			文娱	前不久			
			稳	前期			
			稳定	前台			
			问候	前夕			
			卧铺	前线			
			卧室	前沿			
			握	前者			
			乌云	钱财			
			污染	钳子			
			污水	潜水			
			屋	潜艇			
			无	潜在			
			无比	谴责			
			无边	欠条			
			无关	枪毙			
			无聊	腔			
			无奈	强劲			
			无数	强行			
			无所谓	强硬			
			无限	强制			
			无效	抢夺			
			无疑	抢劫			
			五颜六色	抢眼			
			午餐	敲诈			
			舞	乔装			
			舞蹈	瞧不起			
			物价	巧合			
			物品	窍门			
			物业	翘			
			物质	切断			
			物资	且			
			误	且			
			误会	钦佩			
			误解	侵害			
			西班牙语	侵略			
			西瓜	侵占			
			西红柿	亲近			
			西装	亲朋好友			
			吸	亲戚			
			吸管	亲情			
			吸收	亲热			
			吸烟	亲身			
			吸引	亲生			
			牺牲	亲手			
			袭击	亲友			
			洗衣粉	勤快			
			喜爱	勤劳			
			戏	青春期			
			戏剧	轻微			
			戏曲	倾诉			
			系列	倾听			
			系统	倾销			
			细	倾斜			
			细胞	清除			
			细节	清脆			
			细菌	清凉			
			细致	清明			
			下个月	清晰			
			下降	清新			
			下楼	清真寺			
			下雪	情			
			下雨	情报			
			下载	情结			
			吓	情侣			
			夏季	情人			
			先锋	情愿			
			先前	请柬			
			鲜	请帖			
			鲜花	庆典			
			鲜明	庆贺			
			鲜艳	庆幸			
			闲	丘陵			
			咸	囚犯			
			嫌	求救			
			显	求学			
			显出	求助			
			显著	区分			
			险	曲线			
			县	曲折			
			现有	驱动			
			现状	驱逐			
			限制	屈服			
			线路	趋于			
			线索	曲			
			陷入	取代			
			献	取缔			
			乡	取决于			
			乡村	取暖			
			相处	取胜			
			相等	取笑			
			相反	娶			
			相应	去处			
			香肠	去向			
			香蕉	趣味			
			箱	圈子			
			箱子	权威			
			详细	全长			
			享受	全程			
			响声	全方位			
			响应	全局			
			想不到	全能			
			想念	全文			
			想象	拳			
			向导	拳头			
			向前	劝告			
			向上	劝说			
			相片	劝阻			
			相声	缺口			
			象征	缺失			
			消除	缺席			
			消毒	确切			
			消防	确信			
			消耗	确诊			
			消化	裙子			
			消极	燃放			
			消灭	燃油			
			销售	嚷			
			小吃	让步			
			小费	饶			
			小伙子	扰乱			
			小麦	绕行 			
			小偷	惹			
			小型	热潮			
			小于	热带			
			晓得	热气			
			笑脸	人次			
			笑容	人格			
			笑声	人均			
			效率	人品			
			些	人气			
			歇	人情			
			协会	人身			
			协商	人事			
			协调	人手			
			协议	人体			
			协议书	人为			
			协助	人文			
			斜	人行道			
			写字楼	人性			
			写字台	人选			
			心	人造			
			心理	人质			
			心灵	仁慈			
			心态	忍耐			
			心疼	忍心			
			心愿	认错			
			心脏	认证			
			心脏病	认知			
			辛苦	任命			
			欣赏	任意			
			新郎	任职			
			新娘	日程			
			新人	日后			
			新鲜	日前			
			新兴	日趋			
			新型	日益			
			薪水	荣获			
			信封	荣幸			
			信念	荣誉			
			信箱	容量			
			信仰	容纳			
			信用	容忍 			
			兴奋	容许			
			兴旺	融			
			行程	融化			
			行驶	融洽 			
			形	柔和			
			形容	柔软			
			形势	揉			
			形态	如			
			型	如果说			
			型号	如实			
			醒	如意			
			兴趣	儒家			
			性别	儒学			
			性能	入场			
			性质	入场券			
			姓名	入境			
			凶	入侵			
			凶手	入手			
			兄弟	入选			
			胸部	软弱			
			雄伟	软实力			
			熊	润			
			休闲	若干			
			修车	弱点			
			修复	弱势			
			修建	撒			
			修理	撒谎			
			修养	赛车			
			袖珍	赛跑			
			虚心	三角			
			许可	三维			
			悬	散布			
			旋转	散发			
			选拔	桑拿			
			选修	嗓子			
			选择	丧生			
			学分	骚乱			
			学会	骚扰 			
			学科	扫除			
			学历	扫描			
			学年	扫墓			
			学时	扫兴			
			学士	嫂子			
			学术	杀毒			
			学位	杀害			
			学问	杀手			
			学员	沙龙			
			学者	沙雕			
			血管	纱			
			血液	刹车			
			寻求	砂糖			
			寻找	傻瓜			
			询问	筛			
			循环	筛选			
			迅速	晒太阳			
			压迫	山川			
			押金	山顶			
			鸭子	山冈			
			牙	山岭			
			牙刷	山路			
			亚军	山寨			
			亚运会	删			
			呀	删除			
			烟花	闪烁			
			延长	善			
			延期	善意			
			延伸	擅长			
			延续	擅自			
			严	伤痕			
			严格	伤势			
			严厉	商贩			
			严肃	商讨			
			严重	上报			
			言论	上场			
			言语	上方			
			沿	上岗			
			沿海	上火 			
			沿着	上空			
			研发	上期			
			研究生	上任			
			研究所	上山			
			盐	上述			
			眼光	上诉			
			眼镜儿	上调			
			眼睛	上头			
			眼看	上旬			
			眼泪	上瘾			
			眼里	上映			
			演唱	上游			
			演讲	尚			
			演习	尚未			
			演奏	烧毁			
			宴会	烧烤			
			阳台	稍后			
			洋	稍候			
			仰	稍稍			
			养成	少不了 			
			养老	少见			
			氧气	少量			
			样	少有			
			腰	少儿			
			邀请	少林寺			
			摇	少女			
			摇头	奢侈			
			咬	设			
			药店	设定			
			药品	设法			
			药物	社会主义			
			要	社交			
			要不然	社论			
			要好	社团			
			要么	摄氏度			
			要素	谁知道			
			也好	申办			
			野	申报			
			野生	伸手			
			业务	身价			
			业余	身躯			
			叶子	身心			
			夜间	身影			
			一流	身子			
			医疗	绅士 			
			医学	深奥			
			医药	深切			
			依次	深情			
			依法	深受			
			依旧	深思			
			依赖	深信			
			依然	深夜			
			依照	深远			
			一辈子	神气			
			一次性	神圣			
			一代	神态			
			一带	神仙			
			一旦	审			
			一道	审核			
			一度	审美			
			一贯	审批			
			一句话	审视			
			一路上	肾			
			一律	甚至于			
			一下儿	渗			
			一向	渗透			
			一再	慎重			
			仪器	升学			
			仪式	生机			
			移	生理			
			移动	生怕			
			移民	生前			
			遗产	生死			
			遗传	生态			
			遗憾	生物			
			疑问	生效			
			乙	生涯			
			己	生育			
			以便	声称			
			以及	声望			
			以内	声誉			
			以往	牲畜			
			一般来说	绳子			
			一番	省略			
			一口气	省事			
			一模一样	圣贤			
			一齐	胜出			
			一身	胜任			
			一时	盛大			
			一同	盛会			
			一行	盛开			
			艺人	剩余			
			议会	尸体			
			议论	失控			
			议题	失利			
			议员	失落			
			异常	失眠			
			意识	失明			
			意味着	失效			
			意想不到	失业率			
			意愿	失踪			
			意志	师范			
			毅力	师长			
			因	师资			
			因而	狮子			
			因素	施工			
			阴	施加			
			阴谋	施行			
			阴天	施压			
			阴影	湿度			
			音量	湿润			
			音像	十字路口			
			引	时段			
			引导	时隔			
			引进	时好时坏			
			引起	时间表			
			饮料	时空			
			饮食	时髦			
			隐藏	时速			
			隐私	识别			
			印	实地			
			印刷	实话			
			应	实话实说			
			英勇	实况			
			迎来	实事求是			
			营业	实体			
			赢	实物			
			赢得	实质			
			影迷	食用			
			影星	使命			
			影子	使者			
			应	士气			
			应对	示威			
			应急	示意			
			硬	世代			
			硬件	世界级			
			拥抱	势必			
			拥护	势头			
			拥有	事迹			
			勇敢	事态			
			勇气	事务所			
			用不着	事项			
			用处	事宜			
			用得着	侍候			
			用法	试探			
			用户	试行			
			用来	试用			
			用品	视察			
			用途	视角			
			用心	视觉			
			用于	视力			
			优惠	视线			
			优良	视野			
			优美	柿子			
			优先	是非			
			优秀	适度			
			优质	适量			
			幽默	适时			
			尤其	适宜			
			由此	逝世			
			邮件	收据			
			邮箱	收视率			
			犹豫	收缩			
			游人	收支			
			游玩	手臂			
			游戏机	手册			
			游行	手动			
			游泳池	手脚			
			友谊	手帕			
			有关	手枪			
			有害	手势			
			有劲儿	手术室			
			有力	手头			
			有利于	手腕			
			有没有	手艺			
			有趣	手掌			
			有人	守候			
			有事	守护			
			有限	首创			
			有着	首府			
			幼儿园	首批			
			于	首饰			
			于是	首要			
			娱乐	寿命			
			愉快	受过			
			宇航员	受害			
			羽毛球	受害人			
			雨水	受贿			
			雨衣	受苦			
			语法	受理			
			玉	受骗			
			玉米	受益			
			预备	授权			
			预测	授予			
			预订	售价			
			预期	售票			
			预约	书橱			
			遇	书籍			
			遇到	书记			
			遇见	书面			
			元旦	书写			
			元素	抒情			
			园	枢纽 			
			园地	梳			
			园林	梳理			
			原	梳子			
			原理	舒畅			
			原谅	疏导			
			原料	疏忽			
			原始	疏散			
			原先	疏通			
			原有	输送			
			原则	输血			
			圆	输液			
			圆满	暑期			
			圆珠笔	属性			
			援助	鼠标			
			缘故	薯片			
			远处	薯条			
			远方	束缚			
			远离	树立			
			远远	树木			
			怨	树梢			
			愿	树叶			
			约定	树枝			
			约会	竖			
			约束	数额			
			月饼	数据库			
			月底	刷新			
			月球	耍			
			乐队	耍赖			
			乐曲	衰竭			
			阅读	衰老			
			阅览室	衰弱			
			晕	衰退			
			晕车	甩			
			云	率			
			允许	拴			
			运	双胞胎			
			运动会	双边			
			运动员	双重			
			运气	双向			
			运行	霜			
			运用	水产品			
			运作	水管			
			杂	水壶			
			灾	水利			
			灾害	水龙头			
			灾难	水面			
			灾区	水手			
			再次	水温			
			再度	水源			
			再三	水准			
			再生	税收			
			再说	税务			
			再也	顺便			
			在场	顺差			
			在乎	顺畅			
			在内	顺从			
			在于	顺路			
			暂时	顺手			
			暂停	顺心			
			赞成	顺应			
			赞赏	顺着			
			赞助	瞬间			
			遭到	说白了			
			遭受	说不上			
			遭遇	说到底			
			糟	说道			
			糟糕	说干就干			
			早餐	说谎			
			早期	说起来			
			早晚	说闲话			
			造型	说真的			
			增	硕士			
			增产	司法			
			增大	司令			
			增多	丝绸			
			增进	私家车			
			增强	私立			
			增值	私事			
			赠送	私下			
			扎	私营			
			扎实	私有			
			炸	私自			
			炸弹	思路			
			炸药	思念			
			摘	思索			
			债	撕			
			展览	四合院			
			展示	四季			
			展现	四面八方			
			占据	寺庙			
			占领	饲料			
			占有	饲养			
			战场	耸立			
			战斗	搜查			
			战略	搜集			
			战胜	搜救			
			战士	搜寻			
			战术	艘			
			战友	苏醒			
			战争	俗			
			站台	俗话			
			站住	俗话说			
			章	诉苦			
			长	诉讼			
			涨	素			
			涨价	素食			
			掌声	素养			
			丈夫	塑造			
			账	蒜			
			账户	虽说			
			涨	随处可见			
			障碍	随机			
			招	随即			
			招呼	随身			
			招聘	遂心			
			着	隧道			
			找出	损			
			召开	损坏			
			照样	损伤			
			照耀	缩			
			折	缩水			
			哲学	所属			
			者	所谓			
			这就是说	索赔			
			针	索取			
			针对	索性			
			珍贵	锁定			
			珍惜	他人			
			珍珠	塌			
			真诚	踏上			
			真理	胎			
			真相	胎儿			
			诊断	太极拳			
			阵	太平			
			振动	泰斗			
			震惊	贪			
			镇	贪婪			
			争夺	贪玩			
			争论	贪污			
			争议	摊			
			征服	瘫			
			征求	瘫痪			
			整顿	坛			
			整治	谈不上			
			正版	谈到			
			正当	谈论			
			正规	谈起			
			正如	弹性			
			正义	坦白			
			证实	坦诚			
			证书	坦克			
			政策	坦率			
			政党	毯子			
			政权	炭			
			挣	探			
			挣钱	探测			
			症状	探亲			
			之类	探求			
			支	探望			
			支撑	探险			
			支出	碳			
			支付	堂			
			支配	糖果			
			支援	糖尿病			
			枝	倘若			
			知名	淌			
			织	烫			
			指甲	掏钱			
			执行	逃避			
			直升机	逃生			
			直线	逃亡			
			指头	陶瓷			
			值班	陶冶			
			职能	陶醉			
			职位	淘			
			职务	淘气			
			职责	淘汰			
			植物	讨			
			止	讨好			
			只不过	讨价还价			
			只得	讨人喜欢			
			只顾	特产			
			只管	特长			
			只见	特价			
			指标	特权			
			指定	特制			
			指挥	特指			
			指示	腾			
			指数	藤椅			
			指责	梯子			
			指数	提拔 			
			至	提炼			
			至于	提名			
			制成	提速			
			制订	提心吊胆			
			制约	提议			
			质量	提早			
			治安	体谅			
			治病	体面			
			治理	体能			
			治疗	体温			
			致	体系			
			智慧	体制			
			智力	体质			
			智能	剃			
			中部	替换			
			中等	天地			
			中断	天鹅			
			中华	天赋			
			中介	天桥			
			中期	天生			
			中秋节	天使			
			中外	天线			
			中小学	天性			
			中药	天主教			
			忠心	添加			
			终点	甜蜜			
			终身	甜头			
			终止	填补			
			钟头	填写			
			肿	舔			
			种类	挑剔			
			种种	条款			
			中毒	调侃			
			中奖	调控			
			众多	调料 			
			种	调试			
			种植	挑起			
			重量	挑衅			
			周末	跳动			
			周期	跳伞			
			粥	跳跃			
			珠宝	贴近			
			诸位	帖子			
			猪	听从			
			竹子	听话			
			逐步	停泊			
			逐渐	停车位 			
			主办	停电			
			主持人	停放			
			主导	停业			
			主观	通畅			
			主管	通车			
			主角儿	通风			
			主流	通告			
			主题	通顺			
			主体	通俗			
			煮	通通			
			助理	通往			
			助手	通行证			
			住宅	同伴			
			注册	同步			
			注射	同等			
			注视	同伙			
			注重	同类			
			驻	同盟			
			柱子	铜			
			祝福	统筹			
			祝贺	统统			
			祝愿	桶			
			著名	筒			
			著作	痛			
			抓紧	痛心			
			专辑	偷看			
			专利	偷懒			
			专心	头部			
			专用	头号			
			转动	头条			
